X,Y,OBJECTID,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER
-77.09984867,38.92638774,193198655,28624623,20178548,2020/12/17 13:53:52+00,0,0,8.58,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,320280,5017 ESKRIDGE TERRACE NW,38.926059,-77.099409,391380,139802.67,Ward 3,{5B3B0DBA-1BAE-4AE7-A9C4-9A7C9D6A8E53},5017 ESKRIDGE TERRACE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.926424,-77.099765,391360.92,139785.84,457731b024ad5519a9b201f9c0df6eba,89b797e01e6c96ed9ce31be6390cc1bd,0,0,0,0
-77.00280628,38.88760372,193198656,28624624,20178544,2020/12/17 13:55:44+00,0,0,1.89,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,309368,110 2ND STREET SE,38.888484,-77.003518,399694.77,135626.949,Ward 6,{7205B0E8-0A19-4BF9-900D-0B2B002FD328},110 2ND STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.887613,-77.002804,399754.89,135627.04,76577e3a4b76b3e4a5c689ba2c834bf4,76577e3a4b76b3e4a5c689ba2c834bf4,0,0,0,0
-77.05475104,38.90374479,193198657,28624625,20178538,2020/12/17 14:04:07+00,0,0,0.02,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,302533,L STREET NW & 26TH STREET NW,38.903737,-77.054749,395251.13,137321.51,Ward 2,{0BFA2978-CF75-46D2-8BCE-A88C534AF88A},2590 L STREET NW,200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.903737,-77.054749,395251.13,137321.51,effd70fbcdd303cbbfdfa04a12d2daf8,effd70fbcdd303cbbfdfa04a12d2daf8,0,0,0,0
-77.03867977,38.92879785,193198658,28624936,20178862,2020/12/18 03:42:22+00,0,0,22.68,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,236461,1641 IRVING STREET NW,38.928996,-77.038866,396630,140124.779,Ward 1,{6ACCCA40-F6FF-4B82-A23A-0FB9E2EB4B04},1641 IRVING STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.928994,-77.038662,396647.65,140124.53,5cd5486e9581029a0a62772b0981d2db,a94f9e7ac426765309ced1f7decbd5c5,0,0,0,0
-76.95210519,38.88682633,193198659,28624636,20178550,2020/12/17 14:28:29+00,0,0,8.58,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,150280,211 37TH PLACE SE,38.886825,-76.952116,404154.374,135443.797,Ward 7,{1B0CBF84-B830-4A27-BAA7-990146A75985},211 37TH PLACE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.886751,-76.952151,404147.52,135431.46,b8fb3c9e643ee17be9af9c9e9522f356,b8fb3c9e643ee17be9af9c9e9522f356,0,0,0,0
-77.02466948,38.93860495,193198660,28624652,20178573,2020/12/17 15:36:32+00,0,0,2.82,,,2020/12/16 05:00:00+00,1970/01/01 00:00:00+00,284795,3801 GEORGIA AVENUE NW,38.937896,-77.024055,397914.505,141112.309,Ward 4,{836E4420-38DD-444A-8389-1EAE7DE62575},3801 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.938592,-77.024699,397895.18,141111.63,2b5bd25eea6484004f3262eb4a6c3513,2b5bd25eea6484004f3262eb4a6c3513,0,0,0,0
-77.0128787,38.88530595,193198661,28624653,20178571,2020/12/17 15:43:38+00,0,0,28.54,,,2020/12/16 05:00:00+00,1970/01/01 00:00:00+00,310209,"INTERSTATE 395 & SOUTH CAPITOL STREET SW
UNITED STATES",38.885222,-77.013119,398861.786,135264.83,Ward 2,{13AC69A6-93AB-4498-AC7C-06BDD53603E6},350 2ND STREET SW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.885207,-77.013184,,,15f955b70bf5e1543cb433f28e39667e,4d7aa18e15e2fda9c7b51ba9548eb2d0,0,0,0,0
-77.00721579,38.84530777,193198662,28624670,20178589,2020/12/17 16:33:06+00,0,0,0.04,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,309446,INTERSTATE 295 INTERSTATE BN,38.8453,-77.007214,398559,128329.55,Ward 8,{AFFBFFA8-0C67-4549-A716-054FDFC7D0A3},,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.8453,-77.007214,398559,128329.55,1e21095ebfc66758d376b7f1e988e913,2caf2bf59cb62fc0d4ba453e6eb568f7,0,0,0,0
-76.97885987,38.90709449,193198663,28624671,20178585,2020/12/17 16:33:18+00,0,0,9.75,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,300660,BLADENSBURG RD NE & MOUNT OLIVET RD NE,38.906742,-76.979087,401813.887,137653.941,Ward 5,{C5BAE059-F444-456F-AEF8-CE3E28B72B5E},1270 BLADENSBURG ROAD NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.907046,-76.978758,401813.89,137653.94,cb8d037260edd7c653d2679435ea704d,4f53eedc72884fb407fc04e9ee0a71af,0,0,0,0
-77.0359003,38.89776779,193198664,28624603,20178527,2020/12/17 11:55:10+00,Route not found,0,0,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,293211,1600 PENNSYLVANIA AVENUE NW,38.897397,-77.036551,396829.348,136616.901,Ward 2,{AF9182CD-F70E-4D16-87C8-837BD818BC87},1600 PENNSYLVANIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0,Unknown,Crash point too far away from centerline,1970/01/01 00:00:00+00,38.89776,-77.035898,396829.87,136646.99,Unknown,Unknown,0,0,0,0
-77.00291033,38.94287569,193198665,28624702,20178622,2020/12/17 17:52:15+00,0,0,0.54,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,48474,232 VARNUM STREET NE,38.942869,-77.002514,399782.019,141664.083,Ward 5,{A18DAB2E-404B-482D-A10C-54FD0B60D1D6},232 VARNUM STREET NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.942863,-77.002908,399782.07,141685.13,d28458380d9761679ffb22c852f31654,6d2a71c66fdce440096f0780ada02e61,0,0,0,0
-77.01901926,38.93884984,193198666,28624706,20178626,2020/12/17 18:05:58+00,0,0,10.77,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,247799,504 RANDOLPH STREET NW,38.938829,-77.019468,398312.192,141215.79,Ward 4,{97790073-7E20-41CB-BE96-0903CFA230C2},504 RANDOLPH STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.938939,-77.019022,398312.85,141196.2,644740a633ef490da03b62e969cd703a,b46af733bdc6afeee7443c5ae0a73a95,0,0,0,0
-77.00203628,38.9475838,193198667,28624708,20178625,2020/12/17 18:13:17+00,Route not found,0,0,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,301206,4900 BATES ROAD NE,38.946709,-77.002196,399809.674,142090.392,Ward 5,{3E85BB19-ABC3-4F94-8D3F-9BB54AD9F736},4900 BATES ROAD NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0,Unknown,Crash point too far away from centerline,1970/01/01 00:00:00+00,38.947576,-77.002034,399776.24,142156.37,Unknown,Unknown,0,0,0,0
-77.00180331,38.82168225,193198668,28624780,20178664,2020/12/17 23:06:21+00,0,0,9.67,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,276658,4665 SOUTH CAPITOL STREET SW,38.821718,-77.001857,399838.769,128215.409,Ward 8,{99A3D681-4598-4620-87F3-ED8DBCD9D785},4665 SOUTH CAPITOL STREET SW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.821613,-77.00188,399807.04,128183.31,d9eb68c1d6e6b3ccce9f97d6bb1f0bfb,d9eb68c1d6e6b3ccce9f97d6bb1f0bfb,0,0,0,0
-76.97910763,38.92765478,193198669,28624718,20178629,2020/12/17 18:49:26+00,0,0,8.35,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,56163,1800 RHODE ISLAND AVENUE NE,38.928179,-76.979,401820.896,140033.581,Ward 5,{4BDE5CEE-A06C-4220-80E8-865872B03836},1800 RHODE ISLAND AVENUE NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.927581,-76.979059,401821.98,140017.29,a8a14738ea44fd1cbd8d14f5afd92d84,aa33cd335146503656b3df219b4f1f4b,0,0,0,0
-77.02551669,38.94188073,193198670,28624733,20178656,2020/12/17 19:33:42+00,0,0,0.03,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,224807,GEORGIA AVENUE NW & UPSHUR STREET NW,38.941873,-77.025514,397788.09,141553.82,Ward 4,{7827F3C8-76A7-44D3-82CE-C24F20A23F39},4201 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.941873,-77.025514,397788.09,141553.82,868fcfc03f60169152ec4c02ea36d75a,868fcfc03f60169152ec4c02ea36d75a,0,0,1,0
-77.02129555,38.94306931,193198671,28624751,20178672,2020/12/17 20:19:34+00,0,0,4.72,,,2020/12/17 05:00:00+00,1970/01/01 00:00:00+00,247479,615 VARNUM STREET NW,38.943065,-77.021202,398162.009,141686.036,Ward 4,{5801784F-9B15-47D2-A86A-C1875CFA449E},615 VARNUM STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.943019,-77.021291,398161.19,141705.99,e8bbd8edf9d370c16a733a9b9cdc4944,45997142d61f726b95b1db4212422c2d,0,0,0,0
-77.0198652,38.90359945,193198672,28621692,20177202,2020/12/14 18:11:28+00,0,0,4.29,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,218682,600 NEW YORK AVENUE NW,38.903149,-77.019904,398273.518,137255.027,Ward 2,{A5B674AC-6C2A-47B1-BE67-D199392F5EEA},600 NEW YORK AVENUE NW,200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.903627,-77.019883,398254.2,137254.96,0619126f2800945f8ed24e69c68b02de,0619126f2800945f8ed24e69c68b02de,0,0,0,0
-76.99915615,38.86298208,193198673,28621693,20177198,2020/12/14 18:12:14+00,0,0,9.47,,,2020/12/13 05:00:00+00,1970/01/01 00:00:00+00,309450,INTERSTATE 295 INTERSTATE BN,38.863976,-76.995102,400425.07,132906.29,Ward 8,{C6ACF20E-2533-4D6A-85E8-EB8687E9AFFF},,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.862892,-76.999125,400425.07,132906.29,1e21095ebfc66758d376b7f1e988e913,711d95ed565c796b2bd841690d0505fe,0,0,0,0
-77.07785397,38.95769629,193198674,28621716,20177205,2020/12/14 19:05:06+00,0,0,38.35,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,265006,3905 HUNTINGTON STREET NW,38.958025,-77.077868,393250.939,143349.401,Ward 3,{7136DACE-C489-4141-B62F-676DBBAA4B18},3905 HUNTINGTON STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Not Available,0,Northeast,,1970/01/01 00:00:00+00,38.958034,-77.077851,393250.85,143331.89,6177c778d5019af49cfdf91c76a0d13d,9de477acad7ccf86262c0a85efd666a1,0,0,0,0
-76.96898489,38.87425741,193198675,28621717,20177223,2020/12/14 19:08:53+00,0,0,0.22,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,68518,1306 27TH STREET SE,38.874136,-76.96875,402711.744,134034.645,Ward 7,{319E4F6D-CB03-4EBC-ACDA-86471D2D4EA2},1306 27TH STREET SE,200,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.874249,-76.968985,402711.77,134029.66,fa45e5aa4147d59f5ae3addd728dce76,369af18a1cdcbf21a26c5002d121b76f,0,0,0,0
-76.98704207,38.8361839,193198676,28621729,20177215,2020/12/14 19:48:37+00,0,0,7.29,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,278463,4007 13TH STREET SE,38.836209,-76.98738,401095.678,129824.06,Ward 8,{D506234B-E9BE-4876-9E15-3FA12B261FBF},4007 13TH STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.836139,-76.987109,401088.21,129834.85,568ab74361d512164afa9fe648c64135,f374fa2befbc23bed0ae817e91a0b78a,0,0,0,0
-76.97899536,38.90125097,193198677,28621736,20177237,2020/12/14 19:59:06+00,0,0,6.34,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,308898,901 17TH STREET NE,38.901293,-76.977863,401920.203,137049.053,Ward 5,{FDB42CFA-2DD0-4E30-AE24-134CBA1343C6},901 17TH STREET NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.901243,-76.97892,401905.37,137077.46,44e1b8b99184332936212b2a5eb77a31,44e1b8b99184332936212b2a5eb77a31,0,0,0,0
-76.99449627,38.86396837,193198678,28620721,20176791,2020/12/13 18:56:09+00,0,0,2.94,,,2020/12/13 05:00:00+00,1970/01/01 00:00:00+00,309450,INTERSTATE 295 INTERSTATE BN,38.863976,-76.995102,400425.07,132906.29,Ward 8,{A51C2F5F-C044-4209-AE06-6150965828A2},,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.863985,-76.994507,400425.07,132906.29,1e21095ebfc66758d376b7f1e988e913,c9426ba45da7026d9cb3deab7b2861cf,0,0,0,0
-76.96477395,38.85995356,193198679,28621764,20177252,2020/12/14 22:34:05+00,0,0,11.8,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,155809,2917 DENVER STREET SE,38.859725,-76.965008,403037.088,132434.965,Ward 7,{BC8392AB-C38C-4718-99A0-4D8B81E9D961},2917 DENVER STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.860014,-76.964876,403052.75,132422.03,d71734afe0b81e42f94d77e3af8fd0a5,26a6670a3765e254484272cbd18b5583,0,0,0,0
-76.95811768,38.92044818,193198680,28621776,20177278,2020/12/14 21:54:25+00,0,0,10.23,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,286707,2200 SOUTH DAKOTA AVENUE NE,38.9204,-76.958056,403637.334,139170.697,Ward 5,{5ADAE6CB-F329-4056-9386-FA046A0C9174},2200 SOUTH DAKOTA AVENUE NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.920371,-76.958193,403599.77,139127.65,d6e97d0292b9260862b10b74795b5ac1,ea86d7ef0aeeb1f452cbd552d3b9b55b,0,0,0,0
-76.95803749,38.8828835,193198681,28622856,20177778,2020/12/15 21:36:16+00,0,0,0.62,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,294565,3375 MINNESOTA AVENUE SE,38.883107,-76.95787,403655.366,135030.829,Ward 7,{B8739BED-C328-4A64-BAD8-D7E9FC1499CA},3375 MINNESOTA AVENUE SE,200,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.882873,-76.958029,403676.68,135018.92,677c89d4adc298956fb18336881d4a41,677c89d4adc298956fb18336881d4a41,0,0,1,0
-77.01765365,38.95311195,193198682,28622689,20177623,2020/12/15 16:10:24+00,0,0,10.74,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,249545,5200 KANSAS AVENUE NW,38.953684,-77.017684,398467.138,142864.743,Ward 4,{1A557224-6DA5-4E75-9DEB-ED226B167F70},5200 KANSAS AVENUE NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.953065,-77.017538,398485.77,142865.39,02f34c164bb2ec25338c61082b1ba2e0,02f34c164bb2ec25338c61082b1ba2e0,0,0,0,0
-77.00775887,38.9268203,193198683,28622861,20177773,2020/12/15 21:49:08+00,0,0,3.43,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,31896,37 MICHIGAN AVENUE NE,38.926563,-77.007581,399342.681,139854.001,Ward 5,{77BD4F26-001F-4295-9B09-8653A84CFCA4},37 MICHIGAN AVENUE NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.926782,-77.00775,399337.45,139853.08,a697f46994078de4266fa5e27881321f,5eb09e703bdf092c7904494e36a2a70f,0,0,0,0
-77.0269352,38.9482638,193198684,28622595,20177513,2020/12/15 11:46:42+00,0,0,0.01,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,252033,GEORGIA AVENUE NW & DECATUR STREET NW,38.948256,-77.026933,397665.32,142262.44,Ward 4,{9CD3C68C-44BD-4E9D-B02E-9F35829F4719},4801 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.948256,-77.026933,397665.32,142262.44,3ef73f1780a48d2ab52c843f193411ef,3ef73f1780a48d2ab52c843f193411ef,0,0,0,0
-77.03195366,38.91132022,193198685,28622939,20177872,2020/12/15 23:58:19+00,0,0,22.78,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,307106,1600 14TH STREET NW,38.911128,-77.032213,397206.117,138141.109,Ward 2,{64CA5718-990D-4B64-BF31-1C7EB75FCFD8},1600 14TH STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.911313,-77.032214,397206.06,138161.63,3c392ca48da68b2cd7c13b208ce06c5d,3c392ca48da68b2cd7c13b208ce06c5d,0,0,0,0
-77.00488427,38.90880477,193198686,28622891,20177823,2020/12/15 22:42:31+00,0,0,8.13,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,76102,100 NEW YORK AVENUE NE,38.908659,-77.005281,399541.971,137866.522,Ward 5,{06AAB7FB-EE81-4057-A42A-18562FEC30FB},100 NEW YORK AVENUE NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.90873,-77.004844,399530.37,137892.71,dea431f72d0432b9fbb41533d1d3b47d,dea431f72d0432b9fbb41533d1d3b47d,0,0,0,0
-76.98340024,38.8534822,193198687,28622895,20177690,2020/12/15 22:44:47+00,0,0,10.25,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,308463,3000 STANTON ROAD SE,38.85413,-76.985281,401277.621,131813.433,Ward 8,{0EDDADD6-2818-4B24-AD82-EAD8493982D9},3000 STANTON ROAD SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.853526,-76.9833,401286.57,131829.17,f15461505e337c54f2e02ae6f98eff96,f15461505e337c54f2e02ae6f98eff96,0,0,0,0
-77.07257171,38.94790705,193198688,28622901,20177819,2020/12/15 22:47:02+00,0,0,5.3,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,222600,3700 ALBEMARLE STREET NW,38.947898,-77.072797,393689.562,142224.862,Ward 3,{BD8C756F-BF3E-4E0A-9A6A-91B01E2EB69A},3700 ALBEMARLE STREET NW,200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.947947,-77.07257,393689.72,142206.24,3663bebf9c10ca03da1c3b097d84c7cb,0f61526ecc812e96922068c4e5ec7b6b,0,0,0,0
-76.99497986,38.88172685,193198689,28622911,20177832,2020/12/15 22:55:56+00,0,0,2.83,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,152398,500 8TH STREET SE,38.882723,-76.994708,400459.18,134987.432,Ward 6,{D5B87EA2-11C2-4EFC-BAE5-164AAF4C7D29},500 8TH STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.881719,-76.994945,400459.12,134969.91,e41fb188f898ef85c3898a86537f5408,1c55eee054c082b664c535b6f0fe0e52,0,0,0,0
-77.01558071,38.82840283,193198690,28622932,20177842,2020/12/15 23:40:01+00,0,0,5.66,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,145517,100 CHESAPEAKE STREET SE,38.829371,-77.005884,399489.056,129064.952,Ward 8,{A5095058-3BF1-4A72-AD73-059E1984F3A1},100 CHESAPEAKE STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.828446,-77.015579,399515.49,129065,aff2d001d02895c092a2b40b5c5a2882,68a02a4058e5cc244575b454c7beaf54,0,0,0,0
-77.02674714,38.97499747,193198691,28621918,20177426,2020/12/15 03:38:06+00,0,0,4.19,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,253848,6939 GEORGIA AVENUE NW,38.974955,-77.026749,397682.142,145226.267,Ward 4,{139D1940-8125-4E79-9DAB-B7CD654AE388},6939 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,Northeast,,1970/01/01 00:00:00+00,38.974993,-77.026793,397705,145224.23,b3a949ab55e7992e01a4fed615d3f6b8,b3a949ab55e7992e01a4fed615d3f6b8,0,0,1,0
-76.92589242,38.88976634,193198692,28622948,20172543,2020/12/16 00:27:18+00,0,0,1.94,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,10785,5300 EAST CAPITOL STREET NE,38.890085,-76.926054,406415.262,135807.215,Ward 7,{C195864D-D9DF-4C6D-AE1B-E4B9B084435E},5300 EAST CAPITOL STREET NE,200,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.889776,-76.92589,406432.46,135806.98,f218ddb9ac78baba6d7f08e5f40c4faa,f218ddb9ac78baba6d7f08e5f40c4faa,0,0,0,0
-77.07464462,38.96330922,193198693,28622961,20177895,2020/12/16 00:38:28+00,0,0,28.95,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,285226,5509 CONNECTICUT AVENUE NW,38.963302,-77.074642,393530.987,143934.945,Ward 3,{2B40AA10-2941-4F0D-93DE-06C77D241F18},5509 CONNECTICUT AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,Northeast,,1970/01/01 00:00:00+00,38.963409,-77.074338,393557.38,143946.87,fb6d16481be6f2f97f6f775775c677fe,fb6d16481be6f2f97f6f775775c677fe,0,0,0,0
-76.98682237,38.91943417,193198694,28622962,20177891,2020/12/16 00:43:52+00,0,0,2.23,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,50743,2200 13TH STREET NE,38.919215,-76.987052,401122.834,139038.415,Ward 5,{FA54647A-4DAA-471E-B2C3-BF985E1635A7},2200 13TH STREET NE,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.91941,-76.986835,401122.78,139053.25,723c9207bf63f170543a045d623b8617,56aff6711bad98f2a17bcfa20b17d6fa,0,0,0,0
-77.02972748,38.93236927,193198695,28621957,20177447,2020/12/15 05:00:54+00,0,0,1.99,,,2020/12/14 05:00:00+00,1970/01/01 00:00:00+00,230890,1300 MONROE STREET NW,38.93219,-77.03024,397378.032,140479.015,Ward 1,{5E96D2C1-051A-438B-BA43-F6A518E1EFA9},1300 MONROE STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.932378,-77.029734,397386.05,140460.9,a52a4ec29c46b9d66716f92ed5e23bc0,07e6991b9e201f9ca2de18d057616ae2,0,0,0,0
-76.97885632,38.87301575,193198696,28622983,20177796,2020/12/16 01:37:09+00,0,0,32.17,,,2020/12/15 05:00:00+00,1970/01/01 00:00:00+00,48967,2300 PENNSYLVANIA AVENUE SE,38.874461,-76.971676,402457.821,134070.581,Ward 7,{125972C2-9EF0-4E7B-B0B1-412E5B7201EF},2300 PENNSYLVANIA AVENUE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.87325,-76.979058,402440.86,134080.79,04dd7ef1479c62f22aee59c705f6d21a,04dd7ef1479c62f22aee59c705f6d21a,0,0,0,0
