X,Y,OBJECTID,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER
-77.03195377,38.91918678,193197845,28612715,20173020,2020/12/05 17:58:02+00,0,0,0.21,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,306455,2129 14TH STREET NW,38.918905,-77.031952,397229.136,139004.351,Ward 1,{B992B95B-C1C1-41D4-AF15-D71D2A4C7F1E},2129 14TH STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.919179,-77.031949,397257.41,139004.32,9a26968159cc30c356bacb4bf726c135,9a26968159cc30c356bacb4bf726c135,0,0,0,0
-77.04381126,38.9102832,193197846,28612717,20173009,2020/12/05 17:36:01+00,0,0,13.05,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,243105,1501 CONNECTICUT AVENUE NW,38.910492,-77.043781,396202.803,138070.83,Ward 2,{1DEC5258-F878-490E-A6C7-D829413B3C02},1501 CONNECTICUT AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.910324,-77.043672,396210.9,138074.54,d4f7f6cd82823e457e80b0f71661c5ee,d4f7f6cd82823e457e80b0f71661c5ee,0,0,0,0
-76.99379788,38.86151062,193197847,28612729,20173023,2020/12/05 18:11:29+00,0,0,0.04,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,902586,HOWARD ROAD SE & MARTIN LUTHER KING JR AVENUE SE,38.861503,-76.993796,400538.448,132631.771,Ward 8,{67B7C1A4-7755-402A-B7C0-CE1CE1A27E57},HOWARD ROAD SE AND MARTIN LUTHER KING JR AVENUE SE,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,,,400538.45,132631.77,40894de5be69af4b9a3517bb2f29d637,40894de5be69af4b9a3517bb2f29d637,0,0,0,0
-76.98177428,38.84554777,193197848,28612733,20173027,2020/12/05 18:23:06+00,Route not found,0,0,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,306557,1535 ALABAMA AVENUE SE,38.84543,-76.980592,401684.81,130847.78,Ward 8,{9526505A-35D0-4861-9B5C-CF1CD9FC318F},1535 ALABAMA AVENUE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,Crash point too far away from centerline,1970/01/01 00:00:00+00,38.84554,-76.981772,401647.46,130789.95,Unknown,Unknown,0,0,0,0
-76.9310582,38.8760902,193197849,28612744,20173028,2020/12/05 18:59:22+00,0,0,21.09,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,278556,5078 BENNING ROAD SE,38.87648,-76.931184,405971.312,134296.614,Ward 7,{AB4AE5C4-246A-4A26-AF4A-2080B9EEDBDC},5078 BENNING ROAD SE,200,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.8762,-76.930865,405995.15,134296.46,ccfe12fa843ac03fd15e3d17259881a5,ccfe12fa843ac03fd15e3d17259881a5,0,0,0,0
-77.04168003,38.90785289,193197850,28612758,20173061,2020/12/05 19:32:56+00,0,0,1.54,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,241754,1319 18TH STREET NW,38.9077,-77.041301,396417.749,137760.888,Ward 2,{D6D1764F-FC6E-4C50-BF57-8D0273C8A1D4},1319 18TH STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.907845,-77.04166,396417.78,137770.44,f531be9ad7877b5fa119badc69fde6a3,2903386ce2161030c0472ff215ad92d8,0,0,0,0
-76.94437684,38.86560997,193197851,28612765,20173011,2020/12/05 19:41:40+00,0,0,2.63,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,27052,41ST PLACE SE & SOUTHERN AVENUE SE,38.865602,-76.944375,404827.473,133088.333,Ward 7,{5EAB2E54-5872-4E75-B4B6-6E703E0D6BA9},4100 SOUTHERN AVENUE SE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.865619,-76.944396,,,60ecd466f31876ccdfba8e35604b3f90,a18e766c9b3e73ff23379bc1a2ebc6c6,0,0,0,0
-76.99116787,38.90020795,193197852,28612784,20173076,2020/12/05 20:51:33+00,0,0,19.3,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,74599,1100 H STREET NE,38.900417,-76.991526,400735.081,136951.543,Ward 6,{9D0C6084-EA8A-4A9C-BAA5-95CA6FADF91B},1100 H STREET NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.900374,-76.991166,400750.72,136951.56,3090f69cb74df36c6dd686e178f2b3e8,3090f69cb74df36c6dd686e178f2b3e8,0,0,0,0
-77.0121593,38.91214582,193197853,28612786,20173090,2020/12/05 20:54:00+00,0,0,1.13,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,313290,75 P STREET NE,38.909605,-77.006269,399456.277,137971.535,Ward 5,{273D6CB0-4117-49B4-9C45-59307BEDB298},75 P STREET NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.912138,-77.01217,399448.45,137957.09,7185539e384a4f3066b66c7e60887a6b,7185539e384a4f3066b66c7e60887a6b,0,0,0,0
-77.02761051,38.88162425,193197854,28611764,20172563,2020/12/04 19:29:41+00,0,0,47.65,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,302697,1100 MAINE AVENUE SW,38.881561,-77.028156,397556.987,134858.795,Ward 6,{9F085123-38D5-4E1E-BA6F-BAF5F1690DD5},1100 MAINE AVENUE SW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.881235,-77.02786,397562.54,134844.49,d164226a8c4234bb05a1243b3f530863,c63a1fbca1bb016ca80cd84f771d8729,0,0,0,0
-76.92429038,38.88306631,193197855,28612789,20173078,2020/12/05 21:09:07+00,0,0,5.48,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,307672,5401 D STREET SE,38.882876,-76.924242,406573.115,135007.122,Ward 7,{F3477DFD-B889-4435-8F01-5706110D1B3D},5401 D STREET SE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.88301,-76.9243,406588.66,135004.11,45974b122090b2da9ab0bc3a254a97f9,7d27d9c0132e259c8c71122bdb034a5e,0,0,0,0
-76.99344516,38.83096844,193197856,28612804,20173105,2020/12/05 21:38:53+00,0,0,7.92,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,291140,800 ATLANTIC STREET SE,38.830957,-76.994351,400490.528,129241.012,Ward 8,{97AABAED-C541-47AB-B5B2-3A75A5D08A96},800 ATLANTIC STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.831032,-76.993443,400490.49,129258.91,8a670c89643f15436a4dffa9fe143f4f,b4a0136eaf16c07e84ad33ab10e8bd29,0,0,0,0
-77.01381564,38.94436107,193197857,28612808,20173112,2020/12/05 21:44:59+00,0,0,3.08,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,244464,129 WEBSTER STREET NW,38.944355,-77.013781,398805.348,141829.112,Ward 4,{C790BC1B-4ACC-4163-954D-534E27B485A3},129 WEBSTER STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.944381,-77.013815,398804.22,141853.42,2d2ec29ccd362bf124672edb4e367469,ca8337bf6dd9b651ddfa2a87a0bacf1a,0,0,0,0
-77.03058803,38.93207937,193197858,28612809,20173081,2020/12/05 21:48:40+00,0,0,10.94,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,230709,1323 MONROE STREET NW,38.932072,-77.030586,397348.072,140465.96,Ward 1,{621ADCD8-B840-4AF4-BD57-6ECFA1CB8C16},1323 MONROE STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.932162,-77.030636,397343.73,140475.97,a52a4ec29c46b9d66716f92ed5e23bc0,7d43a0b2e02240b25163a2f84b90678a,0,0,0,0
-77.03648745,38.92714545,193197859,28612825,20173085,2020/12/05 22:48:17+00,0,0,9.35,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,226344,3060 16TH STREET NW,38.92837,-77.036478,396837.058,140055.171,Ward 1,{6CE32D62-1588-4C2B-A474-32994A3908BE},3060 16TH STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.927138,-77.036593,396809.49,140055.25,d643697e66e1b530018cb02f4f610d22,d643697e66e1b530018cb02f4f610d22,0,0,0,0
-76.97900912,38.91990267,193197860,28612828,20173150,2020/12/05 22:55:31+00,0,0,1.38,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,286480,1800 MONTANA AVENUE NE,38.919488,-76.978223,401888.52,139068.772,Ward 5,{D41C7778-149C-46A0-A5C0-FEA8A8A23C30},1800 MONTANA AVENUE NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.919904,-76.978996,401881.09,139060.78,a6efba86f5ac057f960cb2700ac2c4ea,a6efba86f5ac057f960cb2700ac2c4ea,0,0,1,0
-77.03717323,38.87834696,193197861,28611812,20172614,2020/12/04 21:28:56+00,0,0,38.01,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,309453,INTERSTATE 395 INTERSTATE BN,38.88474,-77.012674,398900.39,135211.35,Ward 2,{C4EDEBEB-CA47-4034-A8BC-7CC2D604DA82},,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.878058,-77.037421,398900.39,135211.35,3c99804b912a374f8fcb15232312b6de,7f4d6df8651ff163147c213f43529477,0,0,0,0
-77.0394501,38.90235523,193197862,28612646,20172936,2020/12/05 12:09:58+00,0,0,43.74,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,243334,1700 K STREET NW,38.902037,-77.040045,396526.47,137132.139,Ward 2,{820D195C-E681-4E7D-B7E7-6413755655C6},1700 K STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.902351,-77.039952,396544.82,137147.58,a45b6e83e0e0510b9c48a9740fad0261,a45b6e83e0e0510b9c48a9740fad0261,0,0,0,0
-76.95777973,38.88324399,193197863,28612839,20173156,2020/12/05 23:41:32+00,0,0,9.39,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,294565,3375 MINNESOTA AVENUE SE,38.883107,-76.95787,403655.366,135030.829,Ward 7,{3DF5C5B8-E795-43C7-BC89-F5A0804A89F4},3375 MINNESOTA AVENUE SE,200,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.883195,-76.957683,403676.68,135018.92,677c89d4adc298956fb18336881d4a41,677c89d4adc298956fb18336881d4a41,0,0,0,0
-77.06638498,38.92686579,193197864,28612843,20173131,2020/12/05 23:44:08+00,0,0,0.72,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,221582,2812 34TH STREET NW,38.926852,-77.066949,394194.786,139888.192,Ward 3,{53B7BFBA-2DBF-4ABA-8C67-117340302BC3},2812 34TH STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.926858,-77.066391,394218.45,139888.29,31465a4180d9fd2569d98ebdf7e99442,85908d7566434e556756830c8beae215,0,0,0,0
-76.9897936,38.86484382,193197865,28612648,20172944,2020/12/05 12:59:14+00,0,0,3.17,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,50762,2200 MARTIN LUTHER KING JR AVENUE SE,38.864861,-76.989553,400906.683,133004.564,Ward 8,{5E794CE1-7CB3-4EC8-9B53-87ED3F025E41},2200 MARTIN LUTHER KING JR AVENUE SE,200,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.864845,-76.989826,400903.89,132992.5,4b74cc0d0a70199f39ae61fefff2bcdb,4b74cc0d0a70199f39ae61fefff2bcdb,0,0,0,0
-76.99022722,38.93966078,193197866,28611831,20172658,2020/12/04 22:36:00+00,0,0,0.55,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,224836,1200 SHEPHERD STREET NW,38.939466,-77.027904,397580.819,141286.742,Ward 4,{7D645966-D65C-49DB-B0D4-A2E27860D979},1200 SHEPHERD STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.939648,-76.990225,397580.91,141298.03,626a94ba40e110d5b760b58ba630e670,cd7a834e029b42dd7b039eeb4e4e9f1c,0,0,0,0
-76.97481804,38.87532279,193197867,28612860,20173154,2020/12/06 00:34:22+00,0,0,11.46,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,316274,"ANACOSTIA FREEWAY  SOUTHBOUND & PENNSYLVANIA AVE
UNITED STATES",38.87523,-76.974881,402179.643,134155.885,Ward 8,{414E0C12-7FFA-4F36-8CB9-93FB8E708F11},2200 FAIRLAWN AVENUE SE,200,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.875224,-76.974878,,,37873b8da454198b0b6eaa68e44f87b5,48aa39efa6acbaf6783d65c193221b09,0,0,1,0
-77.03729748,38.92860293,193197868,28612876,20173157,2020/12/06 00:58:55+00,0,0,20.23,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,236304,3068 MOUNT PLEASANT STREET NW,38.928546,-77.037647,396735.649,140074.835,Ward 1,{4D16F94A-263B-4018-A165-DC8760336AA9},3068 MOUNT PLEASANT STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.928541,-77.037518,396746.83,140074.18,41d210e0bef927e63c14eb6721012eac,378334b6686b78f531493d64f1e2b32c,0,0,0,0
-76.98811497,38.9255665,193197869,28612882,20173200,2020/12/06 01:13:42+00,0,0,2.4,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,44896,2800 13TH STREET NE,38.925787,-76.98813,401029.283,139767.849,Ward 5,{0172844E-C575-4F0B-93BB-7C916327098F},2800 13TH STREET NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.92556,-76.988085,401008.34,139766.65,0ee5df01c5ba6d359e2cb552ac457cde,0ee5df01c5ba6d359e2cb552ac457cde,0,0,0,0
-77.00904482,38.92665015,193197870,28612918,20172703,2020/12/06 02:41:26+00,0,0,1.78,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,43175,2917 NORTH CAPITOL STREET NE,38.926394,-77.008481,399264.573,139835.229,Ward 5,{9E1F3BCE-C3A9-4D87-8FDB-5D3E4607DA3F},2917 NORTH CAPITOL STREET NE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.926643,-77.009022,399245.28,139835.42,46a65d45df86216574c4f3bb22375ae3,46a65d45df86216574c4f3bb22375ae3,0,0,0,0
-76.96669176,38.85101815,193197871,28612922,20173222,2020/12/06 02:46:51+00,0,0,9.05,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,38723,3206 BUENA VISTA TERRACE SE,38.851014,-76.966691,402891.334,131467.994,Ward 8,{F5A2C699-C60B-42E1-944A-4BEE937E29C9},3206 BUENA VISTA TERRACE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.851037,-76.966591,402910.62,131474.67,04318f46b179f161af4aa831ebf7baef,04318f46b179f161af4aa831ebf7baef,0,0,0,0
-77.06674381,38.94973827,193197872,28612932,20173079,2020/12/06 03:16:13+00,0,0,2.81,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,223265,4600 CONNECTICUT AVENUE NW,38.950176,-77.067758,394126.541,142477.424,Ward 3,{A76AB056-4AF4-4F62-8A9D-6242FE718718},4600 CONNECTICUT AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.94972,-77.066771,394142.75,142482.91,d807a81c00b0791d6d83051e6c056ca8,d807a81c00b0791d6d83051e6c056ca8,0,0,0,0
-77.00753686,38.84628128,193197873,28612936,20173253,2020/12/06 03:33:54+00,0,0,9.08,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,316456,850 HOWARD ROAD SE,38.86499,-76.995003,400433.655,133018.897,Ward 8,{2E5280B3-B760-4D74-8527-75B791A2C104},850 HOWARD ROAD SE,200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.846275,-77.00743,400443.45,132977.54,af2d5762a35379969510ca9199d3b38f,95707576b5d345a61e4ac8082008df12,0,0,0,0
-77.02468387,38.93865912,193197874,28611914,20172748,2020/12/05 06:36:42+00,0,0,4.55,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,225076,3830 GEORGIA AVENUE NW,38.938476,-77.024639,397863.857,141176.666,Ward 4,{5E0AB8D5-CAB5-4193-897E-1F109B953032},3830 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.938643,-77.024733,397845.01,141173.71,2b5bd25eea6484004f3262eb4a6c3513,2b5bd25eea6484004f3262eb4a6c3513,0,0,0,0
-76.98676974,38.83255332,193197875,28612946,20172198,2020/12/06 03:52:13+00,0,0,4.96,,,2020/12/03 05:00:00+00,1970/01/01 00:00:00+00,76309,1004 SOUTHERN AVENUE SE,38.832391,-76.986965,401131.767,129400.263,Ward 8,{F529EC2D-85AD-45F4-A474-ADEE7853C08D},1004 SOUTHERN AVENUE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.832514,-76.986727,401113.34,129418.73,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,0
-76.97899107,38.90532618,193197876,28612966,20173275,2020/12/06 04:20:00+00,0,0,25.08,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,73001,17TH ST NE/M ST NE,38.90532,-76.979463,401781.295,137496.007,Ward 5,{CC121E50-AD79-4C6A-8330-C23E2281249C},1146 17TH STREET NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.905319,-76.979278,,,331d8cb41b164a9d9344ff1c22d1ef19,336b7fac49c7ba302ba5008c9c15c311,0,0,0,0
-76.98590335,38.86420652,193197877,28612973,20173101,2020/12/06 05:06:58+00,0,0,0.03,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,66032,1354 W STREET SE,38.864533,-76.985966,401218.003,132968.26,Ward 8,{00DDF65C-2693-49F5-A617-16F7C04022D4},1354 W STREET SE,200,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.864199,-76.985901,401214.78,132954.74,a0e42b13536fdbe6218ad2dcd343b47c,a0e42b13536fdbe6218ad2dcd343b47c,0,0,0,0
-76.93046245,38.90938256,193197878,28611956,20172771,2020/12/05 05:25:20+00,0,0,0.59,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,63685,1428 EASTERN AVENUE NE,38.909363,-76.930444,406032.726,137946.914,Ward 7,{68A3EE81-5A36-4A7D-91A7-F5B994568B6C},1428 EASTERN AVENUE NE,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.909371,-76.930465,406015.83,137929.94,f171b9dfa2295d05e1686f0806757b54,29eee3a7c4fc3ac8595ad7cba372d3a4,0,0,0,0
-76.98710404,38.83229196,193197879,28612983,20173133,2020/12/06 04:53:26+00,0,0,1.38,,,2020/12/05 05:00:00+00,1970/01/01 00:00:00+00,76309,1004 SOUTHERN AVENUE SE,38.832391,-76.986965,401131.767,129400.263,Ward 8,{EC20516D-8BEF-4D11-B18C-90A33D40A860},1004 SOUTHERN AVENUE SE,200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.832293,-76.987113,401113.34,129418.73,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,0
-77.02012123,38.90965054,193197880,28611998,20172675,2020/12/05 04:21:22+00,0,0,7.47,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,238588,603 P STREET NW,38.909643,-77.020168,398250.819,137975.915,Ward 2,{00F8B275-711D-408C-8728-FC00907994C5},603 P STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.90971,-77.020119,398250.81,137995.19,71724698e944b006ff386a7e262c724e,71724698e944b006ff386a7e262c724e,0,0,1,0
-76.99939009,38.83096351,193197881,28612008,20172810,2020/12/05 08:47:09+00,0,0,21.73,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,24441,425 ATLANTIC STREET SE,38.830956,-76.999388,400053.162,129240.88,Ward 8,{0F65885B-1531-4C41-9657-E013DA6792D8},425 ATLANTIC STREET SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.83076,-76.999386,400053.32,129219.16,d2d578f065df1cd78b6138a5d2367a76,dcd74c4097d4ce65dc1314bf1336cdb4,0,0,0,0
-77.02703769,38.91716693,193197882,28612019,20172831,2020/12/05 05:01:03+00,0,0,18.59,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,239179,2001 11TH STREET NW,38.916999,-77.026822,397673.89,138792.581,Ward 1,{C9D57811-5F74-4BD7-B913-36BAAA99535D},2001 11TH STREET NW,200,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.917158,-77.026821,397673.99,138810.29,a93d739d0db23dc3ebce05cb780d1b30,a93d739d0db23dc3ebce05cb780d1b30,0,0,0,0
-76.97211113,38.91777031,193197883,28612021,20172837,2020/12/05 05:08:38+00,0,0,2.56,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,53186,2003 BLADENSBURG ROAD NE,38.918053,-76.971869,402439.533,138909.652,Ward 5,{5FE42D8F-1EDA-4045-9005-F3AE395D0B3C},2003 BLADENSBURG ROAD NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.91775,-76.972084,402459.52,138896.77,b93ff977c8b10be616f625b3f1bd8e3c,b93ff977c8b10be616f625b3f1bd8e3c,0,0,0,0
-77.04214546,38.92096355,193197884,28612596,20172796,2020/12/05 08:50:45+00,0,0,4.29,,,2020/12/04 05:00:00+00,1970/01/01 00:00:00+00,235393,2408 18TH STREET NW,38.92104,-77.042337,396328.578,139241.74,Ward 1,{A060665F-BFE0-4A64-AFD2-6A03C3D09028},2408 18TH STREET NW,200,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0,East,,1970/01/01 00:00:00+00,38.920946,-77.042191,396328.4,139229.34,319c0e60f76befd034c68962bab411a7,d0b716462760b83f911cc10d9ea9118e,0,0,0,0
-77.02745237,38.96782397,193197885,28108681,19126534,2019/07/20 12:29:07+00,11040042,5732.22,4.34,,,2019/07/19 04:00:00+00,1970/01/01 00:00:00+00,276417,6406 GEORGIA AVENUE NW,38.967838,-77.028087,397565.979,144436.299,Ward 4,{C32F7263-B9D1-4395-809B-90ED6F1949F9},6406 GEORGIA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11070522,PINEY BRANCH RD NW,31.29,North,,1970/01/01 00:00:00+00,38.967819,-77.0275,397591.5,144434.14,71b4a4636cd9408a0692e58506382345,482f004f161556bb38ea7bc4437d6b03,0,0,0,0
-77.02190573,38.87948403,193197886,28081133,19108959,2019/06/23 04:14:57+00,14000702,1147.38,10.1,,,2019/06/22 04:00:00+00,1970/01/01 00:00:00+00,317507,7TH ST SW & I ST SW,38.879296,-77.021922,398097.829,134607.143,Ward 6,{6FC8057D-D5DD-4851-B8F9-9ACD09E7BC65},900 7TH STREET SW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14047772,I ST SW,20.16,North,,1970/01/01 00:00:00+00,38.879476,-77.021787,398097.829,134607.143,5d004f89d1713305ef8bfaf9a37f72e1,5d004f89d1713305ef8bfaf9a37f72e1,0,0,0,0
