Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,CrashCount
12/15/16,27.9,16.9,22.6,5.7,0,0,0,0,13.2,251.92,0,9.9,72.7,34.96,87
12/16/16,43.4,28,33.6,17.4,0,0.26,0,0,16.8,185.08,24.2,8.5,89,81.14,81
12/17/16,65.1,37.9,50.3,29.6,0,0.05,0,0,31.9,251.67,53.6,9.8,88.1,79.56,77
12/18/16,37,30.6,33.8,20.6,0,0,0,0,16.4,187.38,0,9.9,74.7,52.17,62
12/19/16,37.1,26.2,31.1,18.8,0,0,0,0,8.6,97.33,0,9.9,33.4,57.22,64
12/20/16,48,26.7,37.6,22.8,0,0,0,0,8.6,182.83,18.3,9.9,79.2,56.31,60
12/21/16,57.8,35.5,44.7,29.9,0,0.02,0,0,24.7,234.13,37.5,9.9,58.2,49.72,75
12/22/16,46,31.2,39,25.2,0,0,0,0,13.2,191.33,0,9.9,62.6,63.41,65
12/23/16,47.1,38.4,42.8,32.9,0,0.54,0,0,12.8,157.38,24.2,6.9,89.2,88.41,65
12/24/16,49.9,34.9,42.1,30.3,0,0,0,0,8.1,116.33,0,9.3,37.7,82.24,65
12/25/16,46.1,36.7,42.2,35.6,0,0,0,0,13.9,114.5,0,9.8,95.3,84.8,40
12/26/16,66.4,48,57.3,42.1,0,0,0,0,19.7,240.17,34.4,9.9,74.2,71.54,27
12/27/16,52.9,39.2,45.7,33.3,0,0,0,0,19.3,258.04,27.6,9.9,11.8,49.88,42
12/28/16,48.6,36.7,42.2,31.7,0,0.25,0,0,15.1,223.79,36.7,9.4,61.3,77.21,54
12/29/16,42.9,34.6,38.5,28.7,0,0,0,0,26.8,275.63,39,9.9,52.5,52.25,66
12/30/16,48.6,28.7,38.9,22.4,0,0,0,0,25.5,207.79,34,9.9,63,50.8,68
12/31/16,48.6,28.7,39.4,22.4,0,0,0,0,25.5,205.63,34,9.9,64.7,50.19,43
1/1/17,55,38.3,46,36.4,0,0,0,0,12.7,142.17,24.2,9.9,60.5,51.82,64
1/2/17,46.5,40.9,43.4,34.7,0,0.35,0,0,10.8,36.04,0,5.1,97.9,91.79,51
1/3/17,46,42.9,44.3,37.7,0,0.81,0,0,9.2,159.04,0,4.7,97.3,96.35,68
1/4/17,56.7,37.8,47.3,30.4,0,0.01,0,0,16,259.5,29.9,6.6,47,68.32,73
1/5/17,35.8,29.7,33.9,21.7,0,0,0,0,11.2,218.25,0,9.6,60.7,48.16,59
1/6/17,35.8,27.9,31.5,18.1,0,0,0,0,15.6,287.08,21.9,9.8,73.7,55.41,65
1/7/17,27.9,19.8,23.6,5.6,0,0.01,0.98,0.98,22.7,242,28.7,8.3,64.1,56.92,79
1/8/17,24.7,15,19.7,-1.4,0,0,0.59,1.57,22.7,306.29,35.2,9.9,14.9,41.41,44
1/9/17,27.9,16.6,21.3,7.4,0,0,0,1.31,14.5,224.83,18.3,9.9,64,46.42,54
1/10/17,40.9,22.4,30.3,12.6,0,0,0,0.66,22.9,185.13,32.7,9.9,77.4,50.3,74
1/11/17,56.2,38,45.5,30.6,0,0.07,0,0.13,17.9,187.54,28.9,9.8,68.7,74.53,67
1/12/17,71.8,51.2,61.1,0,0,0.03,0,0,27.9,206.63,36.2,9.9,63.5,71.29,92
1/13/17,63.9,43.9,53,37,0,0,0,0,21.3,262.63,27,9.9,76.9,53.8,92
1/14/17,43,33.9,36.6,28.1,0,0.29,0,0,10.7,85.21,0,8.6,93.7,78.54,76
1/15/17,47.7,35.8,41.2,30.8,0,0,0,0,10.3,146.38,0,9.3,78,63.31,69
1/16/17,45.9,37.8,41.3,33.8,0,0,0,0,9,128.75,0,9.9,95.9,63.82,45
1/17/17,51.3,40.8,45.1,37.2,0,0.16,0,0,13.2,174.63,17.2,7.1,88,94.62,74
1/18/17,59.8,44.9,50.8,40.7,0,0,0,0,18.8,225.17,27.9,7,67.5,74.05,76
1/19/17,52,40.3,46.7,37.7,0,0,0,0,12.3,271.21,0,9.9,69.3,69.34,56
1/20/17,48.5,39.1,44.2,35.5,0,0.01,0,0,9,116.96,0,9.4,88.7,89.44,60
1/21/17,49.9,47,48.3,44.3,0,0,0,0,7.7,160.04,0,6.2,88.1,97.71,62
1/22/17,51,46.8,48.8,42.9,0,0.14,0,0,13.4,142.42,17.2,5.4,94.5,97.24,84
1/23/17,49.9,39.7,44.6,30.8,0,0.59,0,0,30.1,72.42,45.6,4.1,93.6,92.43,75
1/24/17,48.6,38.4,43.7,29.3,0,0.03,0,0,21.9,321.79,35.7,9.7,80,77.73,81
1/25/17,60.2,44.8,50.9,41,0,0,0,0,15.8,223.88,32.1,9.9,19.8,56.98,75
1/26/17,59.8,44.7,50.9,39.1,0,0.15,0,0,29.3,279.04,43,9.9,55.4,54.49,67
1/27/17,44,37.9,41.5,29.4,0,0.03,0,0,20.6,281.25,30.7,9.9,72.4,41.93,74
1/28/17,48.6,33,39.8,27.1,0,0,0,0,17.7,228.88,26.8,9.9,66.5,45.45,62
1/29/17,46,34.7,40.1,28.5,0,0,0.74,0.74,11.9,272.21,0,9.9,78.5,55.57,64
1/30/17,38.7,31.5,34.7,23,0,0.07,0.44,1.18,18.2,261.96,30.9,8.6,65.9,62.65,63
1/31/17,55.8,29.1,41.6,21.8,0,0,0,0.39,16.6,194.21,25.3,9.9,64,48.21,68
2/1/17,50.4,33.5,42.5,27.7,0,0,0,0,10.6,194.83,0,9.9,66.7,65.43,68
2/2/17,48.7,37,43.6,28.7,0,0,0,0,16.8,267.21,25,9.9,56,49.24,84
2/3/17,38.8,31.8,35.6,21,0,0,0,0,18.2,327.75,27.8,9.9,85.2,36.29,62
2/4/17,39.7,24.7,32.2,15.4,0,0,0,0,17.9,279.58,29,9.9,33,36.05,66
2/5/17,53.8,31.8,41.3,23.5,0,0,0,0,15.3,206.67,0,9.9,60.5,43.14,54
2/6/17,59.2,33,45.7,29,0,0,0,0,12.2,198.92,0,9.9,48.8,64.45,60
2/7/17,71,49,58.6,44,0,0,0,0,19.4,187.83,32.2,9.9,66.4,60.37,56
2/8/17,72.7,52.6,61.9,0,0,0,0,0,18,198.46,26.4,9.9,60.7,61.64,86
2/9/17,52.8,26.8,37.4,12.9,0,0.28,0,0,32.6,273.29,42,9.6,75.9,60.9,68
2/10/17,37.9,23.8,31.3,11.7,0,0,0,0,20.4,249.5,28.6,9.9,59.6,37.38,67
2/11/17,52.1,35.1,44.7,29.2,0,0,0,0,13.6,172.25,0,9.9,74.8,51.26,56
2/12/17,54.9,45.1,49,42.5,0,0.03,0,0,20.2,142.58,36,9.7,83.4,72.26,58
2/13/17,46.9,35.1,41.7,27.5,0,0.23,0,0,32.6,321.96,47.2,9.9,24.7,40.69,66
2/14/17,45.1,31.1,38.8,26.9,0,0.28,0,0,17.1,207.25,26.4,9.9,66.8,61.6,60
2/15/17,51.3,37.5,42.2,31,0,0.12,0,0,27.4,242.21,40.4,9.9,61.1,55.37,68
2/16/17,39.7,32.8,36,24,0,0.03,0,0,20.8,304,31.5,9.8,50.6,43.79,64
2/17/17,50.1,28.6,38.2,22.5,0,0,0,0,7.6,200.33,0,9.9,33.4,48.22,64
2/18/17,65.4,32.7,48.7,28.5,0,0,0,0,11.2,142,21.9,9.9,45.2,54.88,70
2/19/17,70.9,50.5,61.5,0,0,0.01,0,0,16.8,294.88,21.9,9.9,59.7,50.97,62
2/20/17,67.7,44.3,55.6,42,0,0,0,0,16.9,233.33,21.9,9.9,40.3,53.95,48
2/21/17,56.8,40.7,48.7,36.8,0,0,0,0,11.4,125.79,18.3,9.9,63.1,49.68,61
2/22/17,61.2,45.9,52.1,41.6,0,0,0,0,10.1,163.88,0,9.9,75.9,75.71,77
2/23/17,73.3,53.8,61.6,0,0,0,0,0,16.6,183.38,21.9,9.9,52.1,76.25,79
2/24/17,75.7,53.7,63.7,0,0,0,0,0,15.8,181.29,22.2,9.9,45.4,73.6,76
2/25/17,74.7,46.1,60.5,38,0,0.18,0,0,22.4,230.96,35.6,9.8,56.2,70.86,80
2/26/17,48.7,35.8,42.2,27.2,0,0,0,0,20.3,270.58,30.7,9.9,40.2,39.59,61
2/27/17,55,36.6,46.3,32.7,0,0,0,0,12.5,178.92,0,9.9,62.8,56.04,52
2/28/17,66.9,46.4,56.4,43.9,0,0.34,0,0,9.3,148.63,0,9.4,66.3,67.42,64
3/1/17,77,56.7,64.1,0,0,0.05,0,0,26,203.38,44.9,8.9,70.4,77.42,90
3/2/17,61.9,40.8,49.4,33,0,0.04,0,0,27,290.33,41.4,9.9,43.9,39.29,96
3/3/17,42.9,31.9,38.2,21.9,0,0.01,0,0,27.6,300.21,38.5,9.9,60.2,44.82,70
3/4/17,42.9,25.6,34.4,19.1,0,0,0,0,21.2,298.04,29.7,9.9,20,36.32,72
3/5/17,38.9,22.5,31.5,10.4,0,0,0,0,14.4,96.79,0,9.9,21.6,29.46,66
3/6/17,53.6,32.5,43.2,27.1,0,0,0,0,9.7,154.33,0,9.9,79.4,53.03,64
3/7/17,70,46.7,57.7,44.6,0,0.07,0,0,25.9,171.17,34.1,9.9,80.1,68.57,73
3/8/17,66.7,49.9,59.4,43.3,0,0.02,0,0,20.5,256.25,38.2,9.9,50.9,38.16,98
3/9/17,73.7,47.8,60.3,44.2,0,0,0,0,16.4,227.29,31,9.9,27.6,25.61,82
3/10/17,56.1,31.9,43.6,22.6,0,0.08,0,0,23.8,218.08,37.1,9.7,71.3,50.06,83
3/11/17,38.8,25.9,32.3,15.2,0,0,0,0,22.9,320.25,32.2,9.9,52.4,36.02,95
3/12/17,41.9,26.7,33.3,17,0,0,0,0,16.9,292.38,22.6,9.9,58,36.26,48
3/13/17,45.7,28.3,34.4,20,0,0.2,1.43,1.43,15.2,81.71,17.2,8.5,68.6,55.11,67
3/14/17,38.8,26.8,33.6,14.5,0,0.92,0.77,2.2,28.3,257.08,43.3,7.5,84.7,72.99,51
3/15/17,33,21.8,27.6,8.4,0,0.26,0,1.61,26.3,291.71,46.6,9.9,49.9,43.37,59
3/16/17,42,25.8,34,16.8,0,0,0.16,1.18,18.2,284.63,33.1,9.9,20.6,41.86,85
3/17/17,50,28.8,40.5,25.1,0,0,0,0.34,11.2,231.5,32.2,9.9,52.1,49.57,87
3/18/17,58.8,39.7,46.6,32.4,0,0.33,0,0,14.5,82.17,18.3,9.3,74.7,76.71,87
3/19/17,53.4,35.7,43.4,26.2,0,0.32,0,0,19.3,301.71,24.2,9.5,83.9,72.74,66
3/20/17,53,37.6,46.9,31,0,0,0,0,12.2,206.42,0,9.9,61.6,54.99,58
3/21/17,62.7,46,53.4,42.5,0,0,0,0,11.5,201.75,19.7,9.9,76.5,55.73,67
3/22/17,58.4,37.4,46.9,30.8,0,0,0,0,24.2,310.58,36.2,9.9,31.6,32.41,76
3/23/17,47,29.3,38.1,22.6,0,0,0,0,13.1,104.08,0,9.9,10.2,30.54,99
3/24/17,62,35.7,47.7,27.4,0,0.11,0,0,20.3,192.42,23.9,9.7,48.6,58.53,68
3/25/17,78.1,55.2,65.1,0,0,0,0,0,20.6,145.67,0,9.9,69.3,59.89,66
3/26/17,57.6,46.8,49.2,41.9,0,0,0,0,15.5,78.42,23,8.9,97,86.34,53
3/27/17,73.4,46.8,57.9,43.5,0,0.01,0,0,13.1,103.33,23,6.4,70.3,83.49,77
3/28/17,72.8,57.5,65.1,0,0,0.03,0,0,13.3,288.58,21.9,9.9,67.3,75.57,102
3/29/17,66.6,53.5,60,0,0,0,0,0,14.5,142.67,24.2,9.9,48.6,55.92,84
3/30/17,53.9,46.8,50.4,41.2,0,0,0,0,12.9,101.25,0,9.9,80.9,53.96,92
3/31/17,52.1,44.8,48.1,38.9,0,0.83,0,0,12.4,166,19.7,7.6,93.2,90.02,74
4/1/17,60,46.8,52.6,43.1,0,0.01,0,0,22.4,325.75,31.6,9.9,78.3,70.37,56
4/2/17,64.9,43.9,54.7,39.3,0,0,0,0,18,269.58,24.2,9.9,43.3,49.12,72
4/3/17,66,48.3,57.7,44.3,0,0.11,0,0,16.5,176.38,21.9,9.7,75,65.23,68
4/4/17,80.8,60.2,69.5,0,80.2,0,0,0,17.9,243.46,28.4,9.9,65.1,64.37,78
4/5/17,73,60,66.2,0,0,0,0,0,14.2,217.25,24.9,9.9,60.3,47.96,93
4/6/17,59,53.1,57,0,0,1.25,0,0,24.5,155.92,37.1,8.1,73.8,80.08,83
4/7/17,52,43.9,47.6,36,0,0.02,0,0,24.2,284.96,39.4,9.9,85.2,49.21,81
4/8/17,64,39.4,51.5,33.1,0,0,0,0,17.1,304.46,28.5,9.9,23.1,32.75,84
4/9/17,71.1,43.3,56.7,40.9,0,0,0,0,13.2,160.71,17.2,9.9,33.5,48.06,59
4/10/17,82,50.6,65.4,0,80,0,0,0,16.1,174.17,22.2,9.9,76.4,48.56,78
4/11/17,84,60,70.6,0,81.9,0,0,0,12.4,180.42,19.7,9.9,69.9,52.4,85
4/12/17,78.1,64.3,70.6,0,0,0,0,0,15.6,306.25,20.6,9.9,52.1,50.83,85
4/13/17,70.8,55.3,62.6,0,0,0,0,0,11,182.21,0,9.9,49.4,38.32,88
4/14/17,71.7,53.4,61.7,0,0,0.01,0,0,11,69.63,0,9.9,46.9,46.49,72
4/15/17,76,54.7,64.2,0,0,0,0,0,9,143.54,0,9.9,79.6,64.35,85
4/16/17,88,65.9,75.9,0,85.3,0,0,0,21.3,216.13,37,9.9,63.1,54.9,74
4/17/17,73.8,61.4,68.2,0,0,0.07,0,0,15.2,262.17,18.3,9.7,59,66.09,63
4/18/17,71.6,56.5,63.4,0,0,0,0,0,16.7,118,20.4,9.9,53.6,49.45,76
4/19/17,62.7,52.5,57.7,0,0,0,0,0,13.3,155.17,0,9.9,68.3,72.06,67
4/20/17,80.9,57.8,67.3,0,81.8,0.11,0,0,11.2,189.46,0,9.9,64.9,75.37,85
4/21/17,80.7,63.7,69.8,0,83.7,0.17,0,0,11.3,79.92,0,9.1,59.9,85.13,84
4/22/17,64.9,51.9,58.4,0,0,0.28,0,0,15,138.63,0,7.4,78.7,91.33,69
4/23/17,60.8,48.5,54.6,43.5,0,0,0,0,12.9,94.13,0,9.9,61.1,68.21,60
4/24/17,56.7,52.9,54.8,0,0,0.23,0,0,19,49.96,23,9.1,89.9,78.13,64
4/25/17,60.9,52.9,57.5,0,0,0.1,0,0,20.6,38.96,31.4,7.3,96.1,93.64,76
4/26/17,70.7,57.7,63,0,0,0.03,0,0,10,250.13,0,8.9,89.2,84.41,92
4/27/17,81.1,58.6,69.9,0,82.9,0,0,0,14.8,152.09,18.3,9.6,49,75.43,87
4/28/17,83.8,65.6,74.5,0,83.4,0,0,0,13.3,164.88,17.2,9.9,42,66.31,99
4/29/17,89.8,70,78.8,0,95,0,0,0,15.8,207.79,0,9.9,59.3,71.66,107
4/30/17,87,70.9,78,0,90.4,0,0,0,19.9,129.29,29.8,9.6,53.1,75.66,71
5/1/17,83.8,63.9,74.4,0,86.3,0,0,0,21.5,159.92,33.5,9.8,72.6,74.17,88
5/2/17,78.5,67.3,73.1,0,0,0,0,0,20.3,245.25,31.1,9.9,47.7,49.43,69
5/3/17,65.8,58.1,62.9,0,0,0,0,0,23.7,307.13,30.7,9.9,44.7,40.82,93
5/4/17,65.8,52.7,59.7,0,0,0.06,0,0,19,103.46,24.8,9.8,62.3,58.6,99
5/5/17,73.9,55.9,66,0,0,1.57,0,0,22.3,142.04,29,8.2,74.5,88.58,99
5/6/17,65.9,51.1,57.2,0,0,0.08,0,0,19,230.46,29.6,9.8,60.2,81.74,87
5/7/17,63.9,45.9,55.3,42.5,0,0,0,0,21.8,270.92,31.4,9.9,53.1,54.99,62
5/8/17,64,46.6,56.2,42.9,0,0,0,0,17.3,301.83,25.8,9.9,47.5,39.59,83
5/9/17,65.8,46,56.4,43,0,0,0,0,12.5,219.04,17.2,9.9,42.8,43.83,87
5/10/17,75.6,49.2,62.1,0,0,0,0,0,11,70.17,0,9.9,60.9,52.7,85
5/11/17,63.8,51.9,56.6,0,0,0.98,0,0,14.8,71.75,19.7,6.9,77.9,83.88,85
5/12/17,57.7,49.8,54,46.1,0,0.22,0,0,11,77.54,18.3,9.7,82.6,81.71,81
5/13/17,58.9,49.8,54.2,45.5,0,0.53,0,0,16,181,24,8.7,78.3,83.91,85
5/14/17,80.7,46.7,64.5,45,79.5,0.1,0,0,24.4,271.17,35.1,9.9,56.8,60.26,92
5/15/17,76.7,54.8,65.7,0,0,0,0,0,23.2,313.67,33.3,9.9,25.6,35.32,72
5/16/17,78.3,55.3,67.5,0,0,0,0,0,12.5,145.83,0,9.9,38.9,54.44,81
5/17/17,91.1,61.6,75.4,0,93.7,0,0,0,14.3,179.21,19.7,9.9,31.2,63.01,103
5/18/17,88,70.2,78.2,0,90.8,0.04,0,0,17.2,189.13,30,9.9,57.1,65.31,101
5/19/17,91,69.7,78.8,0,93.1,0,0,0,14.5,199.08,19.7,9.9,46.5,71.45,83
5/20/17,73.6,63.7,69.7,0,0,0,0,0,14.3,107.83,23,9.9,89.7,71.52,81
5/21/17,67.8,58.7,63.2,0,0,0,0,0,12.2,112.58,0,9.9,96.1,55.65,55
5/22/17,70.9,58.8,64.4,0,0,0.3,0,0,7.5,131.75,0,8.9,80,86.31,51
5/23/17,66.6,59.9,63.8,0,0,0.06,0,0,10.9,119.96,0,9.4,69.6,83.95,70
5/24/17,64.9,57.6,62,0,0,0.08,0,0,12.6,90.67,21.9,9.9,79.7,82.75,68
5/25/17,73.9,57.6,63,0,0,0.97,0,0,25.7,174.79,36.1,7,83.4,88.48,79
5/26/17,76.8,57.7,67.8,0,0,0,0,0,19.1,274.21,31.7,9.9,57.6,69.3,90
5/27/17,73.1,61.4,67.4,0,0,0.03,0,0,6.7,88.75,0,9.9,74.2,77.1,63
5/28/17,73.8,61.6,66.7,0,0,0.1,0,0,9.9,60.5,0,9.6,70.1,87.86,77
5/29/17,83.9,64,71.6,0,82.8,0,0,0,14.3,120.25,17.2,8.3,79.5,78.1,42
5/30/17,70,62.8,66.5,0,0,0.1,0,0,12.1,114.75,0,8.8,92.3,90.88,69
5/31/17,79.9,65.6,70.4,0,0,0.07,0,0,12.7,133.08,29.8,9,64.3,83.9,83
6/1/17,83.6,62.6,73.6,0,81.8,0,0,0,15.4,274.04,26.4,9.9,42.6,57.5,87
6/2/17,82.7,61.3,73.5,0,80.7,0,0,0,22.2,226.33,27.8,9.9,32.4,46.86,85
6/3/17,84.5,61.2,72.8,0,82.9,0,0,0,14.8,250.58,23.3,9.9,44.8,50.02,86
6/4/17,86,61.5,74.4,0,86.2,0,0,0,14.5,190.13,23,9.9,43.1,66.01,65
6/5/17,76.3,71.3,73.5,0,0,0,0,0,15.1,221.29,0,9.9,61,78.82,74
6/6/17,76.8,66.5,71.6,0,0,0,0,0,19,301.63,26.2,9.7,53.9,61.97,74
6/7/17,67.6,61.2,64.6,0,0,0,0,0,13.4,84.13,19.7,9.9,71.6,73.57,85
6/8/17,74.6,55.5,65.4,0,0,0,0,0,12,168.21,18.3,9.9,36.7,63.15,77
6/9/17,82.7,59.5,71.9,0,81.6,0,0,0,12.6,261.25,19.7,9.9,38,53.02,95
6/10/17,86.1,64.5,76.4,0,86.4,0,0,0,13.1,179.79,0,9.9,42.3,60.14,88
6/11/17,92,70.5,81.7,0,92.8,0,0,0,13.8,210.83,23,9.9,21.4,59.76,66
6/12/17,94.8,73.5,83.6,0,95.3,0,0,0,13.2,166.71,0,9.9,39.6,60.13,70
6/13/17,93.8,74.4,84.4,0,99.4,0,0,0,13.7,202.96,0,9.9,55.4,66.25,73
6/14/17,89,77.7,83.1,0,94.7,0,0,0,14.7,181.5,0,9.9,34.9,64.04,85
6/15/17,84.5,71.3,77.7,0,85.8,0,0,0,13.4,107.71,17.2,9.9,53.2,64.28,85
6/16/17,83.8,69.9,76.2,0,88.1,0.23,0,0,9.9,114.25,0,9.6,77.6,77.24,81
6/17/17,86.8,73.7,78.4,0,93.6,0,0,0,14.5,163.54,0,9.9,64.7,82.55,74
6/18/17,91,75.7,83,0,100.3,0,0,0,20.2,190.13,30.7,9.9,70.7,74.4,47
6/19/17,88.1,72.9,80.3,0,94.8,0.53,0,0,23.4,212.96,51.2,9.2,63.6,76.09,65
6/20/17,87.1,69.8,78.5,0,86,0,0,0,16.9,221.83,27.7,9.9,58.7,67.24,61
6/21/17,88.9,70.6,79.8,0,88.1,0,0,0,15.2,211.71,23,9.9,51.6,65.89,72
6/22/17,88,75.3,82.2,0,93.1,0,0,0,12.4,199.5,0,9.9,66.6,69.91,85
6/23/17,87.9,73.1,81.4,0,97,0.06,0,0,23.3,202.96,30.9,9.8,70,77.97,71
6/24/17,88.7,73.8,82.1,0,89.9,0.11,0,0,21.5,263,36.5,9.7,60.7,58.17,81
6/25/17,87,71.3,79.3,0,85.5,0,0,0,17.8,271.67,19.7,9.9,60.3,46.69,77
6/26/17,83.5,68.5,76.5,0,81.4,0,0,0,12.9,265.96,24.1,9.9,39,38.2,89
6/27/17,80.7,67.3,74.5,0,79.9,0.07,0,0,14.6,276.79,20.8,9.9,55.2,44.57,77
6/28/17,82,61,72.5,0,80.4,0,0,0,15,206.29,19.7,9.9,35.3,47.16,83
6/29/17,89.8,65.5,78,0,90.6,0.03,0,0,18.8,189.92,24.2,9.9,50.8,58.85,69
6/30/17,93.5,72.8,82.3,0,96.3,0,0,0,21.3,193.67,33.1,9.9,42.1,57.73,68
7/1/17,91.1,76.8,81.6,0,100.5,0.64,0,0,21.1,160.13,33.6,9.7,65.5,74.73,79
7/2/17,91.8,75.2,83.2,0,93.4,0,0,0,13.2,160.33,0,9.9,63.2,66.55,63
7/3/17,91,74.6,83.9,0,91.3,0,0,0,12.5,270.92,0,9.9,55.4,57.6,67
7/4/17,89.9,75.3,82.2,0,93.6,0.04,0,0,12.5,154.67,0,9.6,69.6,66.73,54
7/5/17,83.8,73.8,78.2,0,89.9,0.66,0,0,14.2,66.71,0,8.3,81.5,82.67,91
7/6/17,80.7,73.8,76.2,0,85.6,0.89,0,0,10.7,61.17,0,7.5,79.6,91.95,82
7/7/17,89.8,74.6,80.4,0,93.8,0.14,0,0,18.1,217.63,34.4,9.8,60.1,74.78,83
7/8/17,89.6,71.4,80.3,0,90.5,0,0,0,14.8,259.79,36.9,9.9,50.9,60.53,65
7/9/17,85.8,69.8,77.8,0,84.1,0,0,0,12.2,268.5,16.1,9.9,27,52.93,43
7/10/17,89.6,72.3,80.5,0,94.4,0,0,0,14.3,174.63,0,9.9,57.5,67.74,68
7/11/17,91.8,74.6,83,0,96,0,0,0,14.7,216.79,24.2,9.9,60.3,68.43,90
7/12/17,93.6,77.6,86,0,99.9,0,0,0,12.4,222,20.8,9.9,60.1,60.26,78
7/13/17,94.8,78.6,87.4,0,105.4,0,0,0,14.7,217.29,20.8,9.9,50.5,65.17,97
7/14/17,96.7,74.2,83.1,0,106.9,0.74,0,0,36,210.92,47.2,9.5,60.1,77.2,87
7/15/17,88.9,75.5,81.6,0,90.6,0,0,0,14.9,291.54,21.9,9.9,50.7,66.92,80
7/16/17,88.7,70.4,80.2,0,90.5,0,0,0,9.9,242.38,0,9.9,37.6,59.85,66
7/17/17,89.5,75.2,82,0,94.6,0,0,0,15.4,160.46,18.3,9.9,58.6,73.69,58
7/18/17,90.9,75.9,82.6,0,100.8,0.01,0,0,14.4,163.5,35.6,9.9,46.1,75.31,83
7/19/17,95.8,76.3,85.7,0,102.6,0,0,0,10.8,172.79,0,9.9,39.8,68.25,79
7/20/17,97,78.4,88.3,0,103.6,0,0,0,10,203.5,0,9.9,62.1,62.51,70
7/21/17,96.1,81.4,88.8,0,103.8,0,0,0,11,250.5,0,9.9,55.3,59.11,72
7/22/17,93.7,75.3,82.2,0,99.3,0.81,0,0,24.5,256.92,43.8,9,61.9,74.23,78
7/23/17,88.8,73.7,79,0,97.6,1.05,0,0,16.5,196.92,34.4,9,58.5,87.27,70
7/24/17,89.7,74.1,82,0,95.3,0.14,0,0,14.3,224.5,19.7,9.9,60.1,73.12,60
7/25/17,81.8,71,76.9,0,84.2,0,0,0,15.2,309.33,23,9.9,60,59.83,78
7/26/17,84.5,68.5,76.9,0,85.5,0,0,0,13,71.33,0,9.9,40.2,66.53,66
7/27/17,84.7,72.7,78.7,0,92.8,0,0,0,11.8,170.88,0,9.9,66.6,80.22,68
7/28/17,80.8,71.8,76.1,0,86.4,2.14,0,0,12.3,164.38,0,7.2,68.2,90.93,73
7/29/17,76.6,69.8,72.5,0,0,0.92,0,0,23.1,157.88,30.4,9,74.4,77.33,69
7/30/17,82.9,62.5,73.6,0,82.1,0,0,0,14.4,199,16.1,9.9,30.4,54.84,62
7/31/17,90.5,65.9,77.5,0,91.3,0,0,0,9.5,102.63,0,9.9,39.3,62.79,69
8/1/17,89.7,70.6,79.3,0,91.1,0,0,0,19.8,137.04,21.9,9.9,39.6,68.12,72
8/2/17,89.7,73.5,80.6,0,94.3,0,0,0,15.2,156.38,25.3,9.9,56.5,69.63,79
8/3/17,88.8,72.5,78.8,0,95.4,0.06,0,0,16.1,105.21,27.7,9.9,39.2,77.08,66
8/4/17,88.9,74.3,80.7,0,96.1,0,0,0,15.7,163.79,20.4,9.9,26.5,72.85,72
8/5/17,80.8,72.5,76.9,0,80.7,0,0,0,23.5,291.63,35.2,9.9,46.9,59.84,66
8/6/17,80.9,66.1,74.7,0,81.7,0,0,0,8.8,189.25,0,9.9,69.1,59.33,77
8/7/17,75.4,70.8,72.4,0,0,1.25,0,0,11.4,85.58,0,8.5,84.2,89.24,54
8/8/17,80.5,69.8,73.9,0,81.3,0.06,0,0,12.4,229.92,18.3,9.5,54.7,75.73,63
8/9/17,84.5,64.6,75.2,0,83.1,0,0,0,9.2,205.08,0,9.9,29.8,60.43,68
8/10/17,82.8,67.3,75.8,0,83.7,0,0,0,9,156.88,0,9.9,50,64.46,75
8/11/17,82.9,70.6,75.1,0,87.4,0.68,0,0,10.3,164.67,0,9.3,75.4,77.61,77
8/12/17,84.6,71.8,76.7,0,92.7,0.62,0,0,19.7,155.25,36.9,9.8,71.3,88.37,69
8/13/17,84.7,69.8,76.8,0,86,0,0,0,12.2,238.17,0,9.9,56.5,70.31,50
8/14/17,79.8,70.4,75.6,0,0,0,0,0,6.5,69.58,0,9.8,67.8,77.74,59
8/15/17,81.8,74.4,77.2,0,87.6,0.18,0,0,9.6,156.75,0,8.3,72.7,88.67,59
8/16/17,90.8,72.7,80.7,0,94.7,0,0,0,9.8,159.88,0,7.8,62.3,77.1,81
8/17/17,87.9,76.5,81.8,0,101.3,0,0,0,17.1,160.46,26.6,9.7,55.6,80.85,62
8/18/17,91,77.8,81.7,0,108.7,0.22,0,0,16.5,181.38,32.2,9.7,68.1,85.31,75
8/19/17,89.7,74.8,82.2,0,92.3,0.01,0,0,12.7,269.17,17.2,9.9,51.3,67.8,76
8/20/17,87,70.4,78.5,0,87.8,0,0,0,10.2,231.58,0,9.9,12.4,61.55,63
8/21/17,88.9,74.4,79.8,0,102.3,0.01,0,0,15.6,161.13,0,9.9,54.9,80.97,43
8/22/17,91.9,74.7,82.7,0,101.3,0,0,0,21.1,187.54,27.4,9.6,47.3,77,68
8/23/17,84.6,74.3,80.2,0,89,0,0,0,12,229.21,20.8,9.8,56.9,63.14,79
8/24/17,83.5,70.8,75.9,0,82.3,0,0,0,11,179.71,0,9.9,65.2,54.55,68
8/25/17,79.8,65.5,73,0,0,0.05,0,0,9.5,236.83,0,9.9,54,66.3,68
8/26/17,79.9,66.2,72.8,0,0,0,0,0,8.6,92.08,0,9.9,38.9,63.58,82
