Date,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,CrashCount
8/27/17,78.8,65.1,71.7,0,0,0,0,0,14.2,62.29,0,9.9,58.2,63.82,54
8/28/17,77.9,63.4,70.2,0,0,0,0,0,16.2,64.71,23,9.9,61.3,66.64,57
8/29/17,68.8,64.7,67,0,0,0.88,0,0,13.9,37.58,17.2,8.5,84.7,89.87,68
8/30/17,78,61.8,69.7,0,0,0,0,0,12.3,272.54,0,9.9,56.6,74.6,70
8/31/17,84.7,67.5,75.8,0,85.1,0,0,0,11.4,236.92,18.3,9.9,56.6,70.5,77
9/1/17,73.8,62.8,66,0,0,0,0,0,18.6,44.17,20.8,9.9,75.2,61.34,66
9/2/17,63.9,56.8,61.7,0,0,0.74,0,0,12.6,56.25,0,8.3,90.8,88.2,77
9/3/17,78.9,62.8,69.4,0,0,0,0,0,12.1,271.79,20.8,8.8,64.6,76.31,52
9/4/17,81.9,61.5,72.2,0,83.1,0,0,0,15.9,184.63,19.7,9.9,35.1,69.99,65
9/5/17,85.9,69.7,75.4,0,90.4,0.07,0,0,16.6,194.63,26.4,9.7,46.4,76.55,78
9/6/17,70.7,61.9,66.2,0,0,0.55,0,0,14.9,175.21,0,8.3,75.2,91.81,60
9/7/17,73.9,58.9,66.1,0,0,0,0,0,14,267.54,20.8,9.6,37.4,69.01,90
9/8/17,75.6,55.5,66.3,0,0,0,0,0,9.7,280.13,19.5,9.9,49.4,62.14,83
9/9/17,71.9,56.5,64.5,0,0,0,0,0,12.6,197.54,18.3,9.9,36.1,61.56,81
9/10/17,73.7,52.8,63.8,0,0,0,0,0,10.6,108.96,17.2,9.9,35.3,64.48,61
9/11/17,73.8,57.3,65.4,0,0,0,0,0,9.8,84.04,0,9.9,75,65.99,57
9/12/17,77.9,62.4,69.5,0,0,0,0,0,8.7,73.17,0,9.9,75.2,65.07,86
9/13/17,80,66.7,72,0,0,0.03,0,0,10.8,135.42,0,8.2,74.2,85.82,95
9/14/17,81.9,68.7,74.4,0,83.4,0,0,0,11.3,210.04,0,9.9,69.1,77.07,83
9/15/17,82.7,66.6,74.6,0,84.4,0,0,0,10.7,200.33,0,9.9,47.2,72.27,86
9/16/17,85.4,66.3,75.3,0,87.5,0,0,0,7.5,139.33,0,9.9,43.1,76.13,87
9/17/17,83.6,68.6,75,0,86.7,0,0,0,10,46.29,0,9.8,43.1,80.87,62
9/18/17,76.7,70.6,72.8,0,0,0,0,0,13.1,38.42,0,9.9,69.1,85.78,83
9/19/17,82.8,68.9,75.1,0,85.3,0,0,0,15.8,275.88,24.2,9.9,62.9,76.23,80
9/20/17,87.1,70.8,77.2,0,88.1,0,0,0,12.5,306.5,19.7,9.9,47,66.27,74
9/21/17,86.8,67.5,77.3,0,88.1,0.01,0,0,9.8,246.67,0,9.9,33.6,67.14,81
9/22/17,82.8,69.8,76.2,0,85.1,0,0,0,10.4,240.67,0,9.9,79,72.82,84
9/23/17,87.8,64.6,76,0,89.5,0,0,0,12.3,278.54,21.9,9.9,35.2,61.95,69
9/24/17,90.8,66.5,78.2,0,92.9,0,0,0,10,113.08,0,9.9,47.1,64.56,67
9/25/17,90.8,70.4,79.4,0,93.9,0,0,0,10,84.83,0,9.9,55.9,69.84,72
9/26/17,84.5,68.9,76.3,0,88.4,0,0,0,12.2,48.67,0,9.9,70.9,76.45,69
9/27/17,90.8,72.8,80.9,0,95.8,0,0,0,15.4,171.54,24.2,9.9,44.1,69.98,86
9/28/17,80,68.8,76,0,0,0,0,0,19.6,318.21,27.7,9.9,10.4,53.45,71
9/29/17,73.9,58.3,66.1,0,0,0,0,0,12.3,199.04,0,9.9,27.2,53.03,85
9/30/17,68.8,57.3,63.5,0,0,0,0,0,21.6,286.21,30.1,9.9,54,54.37,79
10/1/17,69.8,51.6,60.3,0,0,0,0,0,14.4,113.04,0,9.9,10.2,59.82,58
10/2/17,73,52.3,62.7,0,0,0,0,0,10.7,107.25,0,9.9,23.2,67.99,57
10/3/17,74.6,55.4,64.5,0,0,0,0,0,8.9,94.38,0,9.9,23.6,68.63,67
10/4/17,75.8,56.2,65.6,0,0,0,0,0,13.5,182.67,0,9.9,14.1,75.62,83
10/5/17,80.1,58.6,68.8,0,80.5,0,0,0,12.4,190.5,0,9.9,49.5,72.93,89
10/6/17,82.1,64.7,72.7,0,83.2,0,0,0,10.1,180.08,0,9.9,70.5,72.64,71
10/7/17,83.8,64.6,74.5,0,86.9,0,0,0,14.8,182.54,21.9,9.9,48.4,77.03,94
10/8/17,82,74.8,77.9,0,88.3,0.01,0,0,14.8,182.13,0,9.8,79.4,88.51,66
10/9/17,84.8,73.9,78.4,0,93.6,0.61,0,0,21.6,193.17,29,9.2,70.3,87.67,53
10/10/17,84.7,72.6,78.2,0,89.1,0,0,0,8.8,97.17,0,9.9,54.9,78.96,66
10/11/17,75.5,66.7,73,0,0,0.07,0,0,12.3,88.13,0,8.3,87.3,91.9,79
10/12/17,66.7,60.8,64.5,0,0,0.1,0,0,19.6,68.38,27.7,9.1,91.4,82.98,76
10/13/17,65.8,60,62.8,0,0,0.01,0,0,15.3,45.58,0,8.7,91.5,79.37,79
10/14/17,69,62.8,65.3,0,0,0,0,0,8,205.67,0,9.9,89,88.95,77
10/15/17,78.1,64,69.4,0,0,0,0,0,13.7,194.13,19.7,8.6,64,87.46,73
10/16/17,73,54.9,63.1,0,0,0.11,0,0,21.2,318.63,30.6,9.7,57.5,60.51,64
10/17/17,62.7,46.5,54,43,0,0,0,0,13.5,185.21,0,9.9,6.2,52.4,57
10/18/17,70,45.6,56.9,44.4,0,0,0,0,10,169.75,0,9.7,12,63.25,92
10/19/17,71.1,48.4,59.4,46,0,0,0,0,10,205.29,0,9.9,33.7,71.07,78
10/20/17,75.8,54.7,65.1,0,0,0,0,0,13.5,252.58,19.7,9.9,37.9,63.16,85
10/21/17,76.9,51.6,63.8,0,0,0,0,0,6.5,157.79,0,9.9,52.3,61.79,81
10/22/17,75.8,53.5,64.3,0,0,0,0,0,12.8,101.25,0,9.9,64.7,68.05,64
10/23/17,75.8,60,68.2,0,0,0,0,0,18,114.25,24.2,8.3,77.9,84.26,72
10/24/17,73,61,67.1,0,0,0.13,0,0,17,207.46,35.7,9.7,56.5,77.49,73
10/25/17,63,52,58.7,0,0,0,0,0,14.8,293.17,23,9.9,58.9,51.75,59
10/26/17,61.9,49.9,54,44.6,0,0,0,0,18.1,303.17,24,9.9,47.2,52.06,69
10/27/17,68,42.7,55.2,40.1,0,0,0,0,11.3,162.29,21.9,9.9,9.6,61.67,79
10/28/17,71,53.6,62.2,0,0,0,0,0,14.9,176.17,27.7,9.9,48.6,66.5,93
10/29/17,67.9,47,61,38.9,0,0.77,0,0,31.7,180.25,46.4,9,78.4,91.67,73
10/30/17,58.9,46,51.2,38,0,0.21,0,0,22.1,258.75,38,9.7,41.3,59.58,77
10/31/17,62.9,45.7,53.2,43.5,0,0,0,0,11.4,219.5,0,9.9,26.1,54.43,66
11/1/17,62.9,45.9,52.9,41.3,0,0,0,0,10,62.71,0,9.9,67.2,74.06,78
11/2/17,75.8,51.9,61.7,0,0,0,0,0,13.6,200.63,0,9.9,53.9,79.07,73
11/3/17,78.1,57.7,66.4,0,0,0,0,0,15.8,229.21,0,9.9,39.1,78,77
11/4/17,62.9,48.7,54.7,44.2,0,0.5,0,0,18,54.17,23,9.5,77.2,69.98,90
11/5/17,61,53.9,57.6,0,0,0.16,0,0,12.4,102.88,0,5.8,98.9,97.83,83
11/6/17,58.9,42.9,46.9,35.6,0,0.97,0,0,14.9,100.96,21.9,7.9,70.1,80.1,82
11/7/17,48.7,42.1,45,34.5,0,0,0,0,14.7,196.54,17.2,9.8,95.7,80.78,94
11/8/17,56.8,44.8,49.9,40.5,0,0.03,0,0,10.1,183.29,0,9.4,80.7,81.71,96
11/9/17,50,33.9,43.1,24.1,0,0,0,0,22.6,265.04,31.8,9.7,44,58.5,72
11/10/17,38,25.9,32.7,14.7,0,0,0,0,17.6,137.83,19.7,9.9,60.6,41.02,78
11/11/17,46.9,31.6,39.7,28.5,0,0,0,0,7.8,91.21,0,9.9,85.4,61.12,61
11/12/17,52.9,40.9,45.3,37.1,0,0.14,0,0,11.1,214,0,9.6,57.3,78.02,50
11/13/17,51,38.8,45.2,34.6,0,0,0,0,13.6,273.42,0,9.6,81.8,68.3,62
11/14/17,53.9,35.7,45.5,30.9,0,0,0,0,8.9,157.08,0,9.9,56.7,69.13,65
11/15/17,64,43.9,51.3,39.9,0,0,0,0,19.6,246.79,30.6,9.9,61.4,62.96,67
11/16/17,53,41.7,47,37.6,0,0,0,0,16,266.71,21.9,9.9,58.5,51.69,84
11/17/17,62.9,38.6,49.2,32.4,0,0,0,0,21.9,194.13,34.5,9.9,80.3,67.13,90
11/18/17,64,44.9,52.6,38.4,0,0.07,0,0,28.7,268.42,47.8,9.9,74.4,55.61,82
11/19/17,52,38.8,44.8,32.6,0,0,0,0,17.8,265.42,23.2,9.9,35.9,42.62,67
11/20/17,61.1,39.5,50,34,0,0,0,0,18.1,198.08,26.4,9.9,75.4,57.49,72
11/21/17,57.8,39.7,51,33.6,0,0.01,0,0,25.1,275,34.2,9.9,48.5,59.97,74
11/22/17,46,31.7,38.4,24.6,0,0,0,0,10,304.42,0,9.9,24.8,55.28,82
11/23/17,53.1,31.7,41.6,26.2,0,0,0,0,11,186.13,0,9.9,4.3,66.78,59
11/24/17,60.1,38.5,48.2,32.9,0,0,0,0,11.1,189.04,23,9.9,38.4,64.78,44
11/25/17,57.3,45.5,50.6,41.6,0,0,0,0,17.2,302.13,28.9,9.9,49.2,46.9,44
11/26/17,61,37.8,48.4,32.6,0,0,0,0,13.5,230.21,0,9.9,51.6,53.98,45
11/27/17,60.3,38.5,48.3,35.4,0,0,0,0,11.5,150.96,20.8,9.9,21.6,65.95,48
11/28/17,69.9,42.8,52.9,38.7,0,0,0,0,15.9,215.54,26.4,9.9,15.2,60.39,48
11/29/17,59,42.8,49.9,38,0,0.01,0,0,11.1,93.04,0,9.9,74.7,64.43,73
11/30/17,55.9,44.9,50.6,42.4,0,0,0,0,18,278.22,18.3,9.9,29.4,65.65,88
12/1/17,52,35.5,43.8,31.9,0,0,0,0,7.8,82.46,0,9.9,44.8,74.49,74
12/2/17,56.9,41.7,47.1,37.8,0,0.03,0,0,10.2,120.92,0,9.4,47.4,72.74,76
12/3/17,55.9,36.8,45.2,34.4,0,0,0,0,10.2,95.79,0,9.3,56.8,72.8,75
12/4/17,60.1,44.7,52.4,41.5,0,0.07,0,0,16.9,183.71,23,8.2,76.5,90.01,72
12/5/17,56.9,42.1,47.1,32.9,0,0,0,0,27.1,267.83,36.2,9.9,83.7,45.9,64
12/6/17,48.8,41.9,44.6,37.2,0,0,0,0,12.8,264.21,20.8,9.9,70,41.98,95
12/7/17,42,37,39.6,31.6,0,0,0,0,11,208.79,0,9.9,90.1,52.79,71
12/8/17,37.9,31.9,34.5,22.4,0,0.13,1.03,1.03,13.6,226.71,0,5.9,75.8,84.04,72
12/9/17,40.9,30.7,35.7,24.8,0,0,0.74,1.77,11.1,231.63,20,9.8,74.6,68.71,66
12/10/17,47.9,34.7,40.8,29.9,0,0,0,0.64,13.5,179,0,9.9,59.1,62.4,58
12/11/17,47.8,26.9,41.3,11.6,0,0,0,0,26.2,248.04,38.8,9.9,78,57.99,55
12/12/17,35,22.9,28.8,8.3,0,0.01,0,0,25,264,35.5,9.8,43.6,34.9,71
12/13/17,44,33,37.6,24.5,0,0,0,0,23.7,269.13,32,9.9,72,43.78,71
12/14/17,31.8,26.7,29.5,20.2,0,0.01,0,0,10.1,102.75,0,9.1,80.6,61.33,83
12/15/17,47,25.8,36,17.7,0,0,0,0,15.9,207,24.2,9.8,36.7,61.71,84
12/16/17,49.9,30.5,40.3,27.4,0,0,0,0,7.7,124.08,0,9.9,65.5,67.04,83
12/17/17,54.1,38.8,46.6,35.6,0,0,0,0,9.1,108.92,0,9.9,80.4,67.67,71
12/18/17,61,39.5,49.5,35.4,0,0,0,0,12.7,175.17,0,9.9,60.4,66.2,65
12/19/17,54.6,39.5,48.7,34.2,0,0,0,0,15,284.25,24.2,9.9,70.8,48.5,74
12/20/17,44.1,33,38.4,26.1,0,0,0,0,8.8,145.58,0,9.9,19.1,53.26,57
12/21/17,56,34.8,45.1,32.1,0,0,0,0,11.4,184.04,0,9.9,77,63.93,79
12/22/17,64.1,46.2,53.9,44.1,0,0.19,0,0,24.9,163.83,36.7,9.8,81.6,81.61,92
12/23/17,47.9,38.8,42.5,33.7,0,0,0,0,16.8,199.17,21.9,9.9,70.3,70.91,61
12/24/17,40.9,30.8,36.1,22.2,0,0,0,0,25,263.96,41.9,9.9,55.8,48.26,46
12/25/17,37.9,29.8,33,20.1,0,0,0,0,14.8,270.54,20.9,9.9,61.7,35.2,27
12/26/17,33,20.8,29.3,6.5,0,0,0,0,20.3,249.96,29.1,9.9,80.5,47.12,37
12/27/17,24.1,16,19.8,1.2,0,0,0,0,19.2,322.08,25,9.9,47,41.14,52
12/28/17,30.8,18.8,24.2,10,0,0,0.69,0.69,12.3,175.96,0,9.9,69.4,43.81,41
12/29/17,32.7,21.7,25.9,11.9,0,0.01,0.49,1.18,20.4,168.54,27.6,8.8,72.1,67,66
12/30/17,24.1,16.9,20.1,5,0,0,0,0.44,20.4,321.29,30.2,9.9,54.2,47.04,75
12/31/17,23.9,12.5,18.5,0.7,0,0,0,0,19.2,318.67,26.4,9.9,23.8,47.52,61
1/1/18,23.9,12.5,18.4,0.7,0,0,0,0,19.2,315.63,26.4,9.9,24.8,47.15,53
1/2/18,25.9,12.5,18.4,-1.1,0,0,0,0,13.8,269.92,20.8,9.9,6.1,42.95,57
1/3/18,35,13.3,24.6,7.8,0,0,0.72,0.72,8.8,96.29,0,9.9,61.2,53.41,74
1/4/18,26.8,16,23.8,1.9,0,0.31,0.43,1.15,28.2,298.21,43.5,7.3,76.3,61.85,57
1/5/18,20.7,12.7,16,-4.5,0,0.01,0.41,1.08,23.1,295.13,37.7,9.9,16.2,37.97,59
1/6/18,19.8,10.8,15,-5.3,0,0,0.55,0.8,21.8,304.42,31.9,9.9,11,38.28,67
1/7/18,22.9,8.6,16,-4.1,0,0,0.57,1.18,12.5,245.75,23,9.9,38.4,44.03,43
1/8/18,38.9,18.9,28.7,8.7,0,0.06,0,1.18,11.2,193.13,18.3,9.9,92.3,56.96,47
1/9/18,50.9,30.6,37.6,23.2,0,0,0,0.39,12.4,168.29,17.2,6.8,69.6,83.22,74
1/10/18,42.9,28,36.4,22.7,0,0,0,0,6.8,89.08,0,9.9,81.6,71.77,84
1/11/18,62.2,39,49.5,40.5,0,0,0,0,10.4,98.63,0,9.8,97.2,75.4,77
1/12/18,64.2,57.1,60.8,0,0,0.33,0,0,19.5,178.42,28.9,8,99,97.56,80
1/13/18,60.9,21.8,37.2,5.7,0,0.12,0,0,24.6,307.92,40.5,9.5,60.2,62.49,91
1/14/18,27.9,16.9,22,2.3,0,0,0,0,19.2,274.17,26.4,9.9,34.7,42.32,52
1/15/18,31.9,17.7,25.2,6.1,0,0,0,0,9.8,74.92,0,9.9,78.6,63.64,42
1/16/18,41,29.7,34.3,23.8,0,0,0.74,0.74,6.4,106.5,0,9.8,94.3,73.55,71
1/17/18,37.7,20.8,27,6,0,0.03,0.44,1.18,22.8,331.29,30,8.4,84.7,62.36,67
1/18/18,46.8,19,31.7,4.5,0,0,0.93,1.18,16,274.42,26.2,9.9,12.7,36.88,82
1/19/18,50.2,25.5,36.9,19.3,0,0,0,0.66,13.1,155.75,18.3,9.9,23.8,50.7,58
1/20/18,61.9,27.7,41.5,21.4,0,0,0,0.13,14.5,169.79,17.2,9.9,35.5,55.63,80
1/21/18,60.4,33.7,45.7,29.3,0,0,0,0,11.2,139.38,0,9.9,65.9,67.75,52
1/22/18,63.3,48.7,54.4,45.9,0,0,0,0,13.4,165.38,0,9.9,92.6,62.68,53
1/23/18,66,48.6,56.2,43.9,0,0.09,0,0,20.6,246.79,34.4,9.4,63.9,67.78,74
1/24/18,47.6,37,43.3,28.3,0,0,0,0,20.3,305.04,31.1,9.9,66,50.23,67
1/25/18,41.9,32.6,36,22.9,0,0,0,0,19.9,307,26.8,9.9,31.4,47.8,65
1/26/18,49.6,27.4,37,19.8,0,0,0,0,9.1,120,0,9.9,27,60.97,71
1/27/18,62,37.7,49.8,30.9,0,0,0,0,18,193.96,28.9,9.9,58.4,54.63,74
1/28/18,56,47.9,50.8,42.9,0,0.18,0,0,14.8,105,23,7.8,99,91.06,66
1/29/18,47.8,42,45.3,37.7,0,0,0,0,17.2,46.25,21.9,9.8,93.9,67.42,60
1/30/18,40.7,24.1,33.5,10.7,0,0,0,0,25.9,276.5,40,9.8,59.2,52.58,62
1/31/18,38.8,20.8,29.4,10.1,0,0,0,0,18.1,228.88,25.3,9.9,70.2,44.31,66
2/1/18,53.8,39.7,45.6,31.8,0,0.01,0,0,15,204.42,24.2,9.9,94,48.35,65
2/2/18,42.9,20,30.7,8.6,0,0.05,0,0,24,295.21,34.4,9.9,56,51.92,61
2/3/18,34.9,17.3,26.7,9.3,0,0,0,0,16.6,218.96,21.9,9.9,37.2,43.43,59
2/4/18,36.9,33.1,34.3,23.6,0,1.13,0,0,16.5,143.96,0,8.2,97.5,72.11,54
2/5/18,37.7,28.5,33.6,19.7,0,0,0,0,22.7,247.29,34.5,9.7,44.3,62.45,74
2/6/18,42,28.4,34.2,22.3,0,0,0,0,11,167.25,0,9.9,91.9,64.89,54
2/7/18,42.8,32.7,35.7,26.2,0,0.48,0,0,16.2,158.63,26.2,7.3,97.3,79.91,63
2/8/18,36.9,25.9,31.9,13.1,0,0,0,0,22.2,224.42,33,9.9,37,53.95,58
2/9/18,46,27.6,36.5,22.4,0,0,0,0,10.7,126.42,19.7,9.9,82.9,67.79,68
2/10/18,50,38.7,44.2,33.8,0,1.04,0,0,9,160.21,0,7.1,94.9,91.25,80
2/11/18,66.9,47.3,56.2,45.8,0,0.85,0,0,13.8,139.79,34.4,5.5,89.4,96.8,65
2/12/18,63.9,38.5,48.4,32.8,0,0.09,0,0,20.3,317.17,29.4,9.5,81.3,63.71,80
2/13/18,41.8,32.7,36.9,23.9,0,0,0,0,12,137.08,0,9.9,71.4,53.61,67
2/14/18,53.2,34.5,43,28.1,0,0,0,0,12.3,175.79,0,9.9,84,76.46,73
2/15/18,72.9,48.9,58.6,44.7,0,0.04,0,0,18.5,189.96,35.8,9.9,78.7,80.05,76
2/16/18,67,40.9,57.6,31.9,0,0.06,0,0,21.3,262.46,32.7,9.9,85.8,75.68,87
2/17/18,42.8,33.5,36.9,26.8,0,0.36,0.74,0.74,15.6,173,17.2,8.6,78,71.25,67
2/18/18,50.7,33.9,41.2,28.1,0,0,0.44,1.18,9.4,178.75,20.8,9.7,73.4,73.93,60
2/19/18,49.9,39.3,43.5,32.6,0,0.02,0,0.39,11.1,182.46,0,8.7,97.1,88.93,42
2/20/18,76.9,50,62,45.6,0,0,0,0,22.2,191.75,31.1,9.5,84.8,77.78,60
2/21/18,80,57.3,68.6,0,0,0,0,0,21.3,198.38,29.8,9.8,61.5,75.8,78
2/22/18,67.3,43.8,54.6,37.3,0,0.06,0,0,20,77.71,0,9.2,98.1,74.01,90
2/23/18,47,40.8,44.1,35.7,0,0,0,0,12.4,112.83,0,6.7,99,91.49,76
2/24/18,52.9,47.8,50.3,45.2,0,0.1,0,0,13.6,73,0,4,83.5,95.99,54
2/25/18,53,47.7,50.2,44.7,0,0.19,0,0,6.9,100.88,0,7,97.7,96.2,62
2/26/18,52.9,41.3,49.6,38.6,0,0,0,0,13.4,256.92,18.3,8.2,74.5,69.07,59
2/27/18,57.7,35.5,47.4,31.9,0,0,0,0,11.2,148.92,0,9.9,17.5,50.88,70
2/28/18,62.1,43.6,51.6,37.5,0,0,0,0,16.1,187.88,23,9.9,82.5,56.39,65
3/1/18,55,49.7,51.8,48.3,0,0.09,0,0,9,121.04,0,8.6,95,83.01,69
3/2/18,51.9,39.8,44.8,28.2,0,0.29,0,0,43,311.71,59.8,9.6,94.4,48.1,59
3/3/18,51.9,36.9,42.9,25.8,0,0.74,0,0,27.2,332.5,44.4,9.9,51.3,47.84,68
3/4/18,52.8,35,43.4,26.7,0,0,0,0,22.6,319.54,29.2,9.9,35.9,41.42,71
3/5/18,48.6,30.7,39.6,21.8,0,0,0,0,17.9,263.5,26.2,9.9,11.2,36.71,72
3/6/18,45.9,32.4,38.5,27.4,0,0.25,0.74,0.74,12.5,120.75,0,9.1,81.6,64.93,72
3/7/18,50.6,33.9,40.6,26.8,0,0.32,0.44,1.18,17.9,206.08,26.7,7.8,89.6,78.04,82
3/8/18,44,33.9,38.5,26.9,0,0,0,0.39,18.3,287.46,30.3,9.9,39.7,43.99,78
3/9/18,45.8,33.5,38.3,24.5,0,0,0,0,19.4,290.21,29,9.9,50.9,40.22,85
3/10/18,47.7,31.3,40,25.1,0,0,0,0,13.6,213.46,20.8,9.9,42.9,45.84,85
3/11/18,50.9,31.3,40.9,25,0,0,0,0,10.6,124.88,0,9.9,66.4,45.76,59
3/12/18,45.8,34.3,38.4,26.3,0,0.01,0,0,20,114.83,23,9.8,91.8,64.14,42
3/13/18,46,33,38.9,20.9,0,0,0,0,25.7,307.75,35.4,9.9,50.7,48.73,72
3/14/18,42.9,31.8,37.2,23.7,0,0,0,0,25,288.83,38.9,9.9,59,41.8,84
3/15/18,53.8,30.8,42,23.6,0,0,0,0,22.6,269.46,34,9.9,41.4,39.44,82
3/16/18,46.8,34.5,39.8,24,0,0,0,0,24.6,304.08,39.8,9.8,27.4,39.16,89
3/17/18,44.8,33.2,39.2,29.2,0,0,0,0,11.3,194.5,0,9.9,68.5,51.51,65
3/18/18,57.7,34,45.6,27.9,0,0,0,0,11.2,285.08,18.3,9.9,17.8,41.62,65
3/19/18,55.7,35.3,46.3,30.4,0,0,0,0,13.1,110.17,0,9.9,87.2,53.85,70
3/20/18,42.9,31.9,36.4,21.9,0,0.88,0.59,0.59,26.6,39.25,34.3,5.9,99.5,84.49,82
3/21/18,35,31.9,33.7,22.4,0,0.54,1.98,1.86,17.6,216.04,31.1,5,98,88.83,61
3/22/18,47.6,34.8,40.3,24.8,0,0,0.9,2.76,20.8,317.67,33,9.8,80,52.67,61
3/23/18,49.7,34.8,42,26.6,0,0,2.77,3.15,23.3,322.29,31.8,9.9,23.9,39.19,74
3/24/18,50.9,33.8,42.6,27.6,0,0,0,2.31,15.7,262.17,17.2,9.9,54,42.26,71
3/25/18,46.8,34,40.1,23.6,0,0,0,0.57,16.8,50.21,19.7,9.9,73.3,57.35,65
3/26/18,48.6,33.4,41.1,28.2,0,0,0,0,13.6,89.67,19.7,9.9,34.9,59.49,67
3/27/18,46.8,34.3,40.8,30.5,0,0.02,0,0,9.8,157.08,31.1,9.9,95.2,67.72,58
3/28/18,57.8,42.8,49,38.1,0,0.11,0,0,7.9,142.13,0,9.8,96.7,79.04,67
3/29/18,76.1,47.8,60.4,44.7,0,0,0,0,15.8,114.88,24.2,7.3,90.5,70.64,69
3/30/18,73.9,46.8,62,40.9,0,0,0,0,23.8,263.38,33.8,9.9,82.6,57.99,81
3/31/18,60,40.4,50.4,35.6,0,0,0,0,16.8,247.79,22.8,9.9,19.1,43.04,69
4/1/18,65.8,49.7,55.6,44.2,0,0,0,0,16.7,221.75,24.2,9.9,88.4,46.79,61
4/2/18,52.9,42,46.5,33.9,0,0.02,0,0,21.3,80.13,24.2,9.9,98.2,69.9,47
4/3/18,54.8,43.9,48.3,39.4,0,0.01,0,0,13.5,168.71,0,9.9,97.4,75.25,82
4/4/18,70,44.8,55.4,36.6,0,0,0,0,30,232.33,45.5,9.8,68.4,58.05,80
4/5/18,55.8,35.1,45,27.8,0,0,0,0,20.9,275.79,38.6,9.9,48,35.43,98
4/6/18,71.6,44.6,55.9,39.8,0,0,0,0,26.1,176.04,38.5,9.9,89.9,44.13,90
4/7/18,66.7,37.8,46.6,31.5,0,0,0,0,22.5,254.92,30.5,9.9,93.2,44.55,75
4/8/18,51,34.8,42.3,24.7,0,0,0,0,18.6,315.71,26.4,9.9,53.3,36.91,52
4/9/18,45.9,38.7,41.8,32.1,0,0.01,0,0,10.7,117.67,0,9.6,96.6,51.01,63
4/10/18,54.9,37.8,46.2,31,0,0.01,0,0,15.7,293.33,25.1,9.1,47.1,55.29,77
4/11/18,56.9,42.1,48.7,39.1,0,0,0,0,11.4,122.21,20.8,9.9,76.4,45.15,71
4/12/18,77.9,45.6,60.1,41.5,0,0,0,0,25.7,191.75,37.9,9.9,70.9,46.59,77
4/13/18,84.7,61.1,72.4,0,82.1,0,0,0,19,193.5,29.8,9.9,58.5,37.46,91
4/14/18,83.9,63.3,73.9,0,82.7,0,0,0,18.6,189.71,34,9.9,44.8,50.16,99
4/15/18,69.2,47.7,56.6,40.4,0,0.07,0,0,21.1,92.21,32.2,8.5,81,80.31,68
4/16/18,61.9,47.8,53.8,42,0,1.45,0,0,20.3,236.04,39.1,8.2,98.8,71.34,73
4/17/18,47.8,40.8,44.3,33,0,0,0,0,16.8,287.67,29.8,9.9,96.9,44.21,72
4/18/18,62.1,35.8,49.1,30.4,0,0,0,0,13.1,224.17,0,9.9,18,46.56,66
4/19/18,55.8,44.7,51.2,39.2,0,0.03,0,0,29.3,245.08,42,9.9,74.7,56.37,81
4/20/18,60,38.8,49.4,32.6,0,0,0,0,18.3,318.08,27.7,9.9,1.2,37.25,85
4/21/18,61,41.2,51.8,38.8,0,0,0,0,11.1,128.29,0,9.9,60.6,41.84,71
4/22/18,66.5,48.2,56.6,46,0,0,0,0,13.5,129.33,20.8,9.9,84.6,54.17,49
4/23/18,69.2,50.4,58.9,0,0,0,0,0,17.2,123.17,21.9,9.9,90.1,48.85,66
4/24/18,62.9,54.8,57.6,0,0,0.31,0,0,19.2,100.08,31.8,9.1,97.1,63.89,72
4/25/18,65.8,55,60.3,0,0,0.39,0,0,13.3,161.13,0,6.7,99.1,85.83,87
4/26/18,71.7,50,61.5,48.6,0,0,0,0,16.6,250.92,23.7,9.9,51.4,47.37,79
4/27/18,62.1,53.8,58.1,0,0,0.59,0,0,12.3,100.92,0,8.2,88.5,76.42,84
4/28/18,75.9,50.5,62.3,0,0,0,0,0,24.7,166.92,35,9.2,58.9,65.18,89
4/29/18,55.9,46,51.1,39.3,0,0,0,0,24.7,317.58,33.1,9.9,61.9,45.43,70
4/30/18,72.9,42,57.7,38.7,0,0,0,0,19.4,297.46,32.9,9.9,16.6,32.18,57
5/1/18,82,49.2,66.2,47.8,79.7,0,0,0,10.5,230.67,19.7,9.9,1.2,36.29,71
5/2/18,89.8,55.7,72.6,0,85.8,0,0,0,15.4,194,26.1,9.9,37,41.65,95
5/3/18,90,64.7,76.9,0,88.8,0,0,0,15.2,193.54,24.1,9.9,46.7,48.13,87
5/4/18,89.9,69,77.6,0,89.1,0,0,0,17.6,191.63,27.7,9.9,78.9,56.91,100
5/5/18,78.2,62.9,70,0,0,0,0,0,15.7,140,27,9.9,91.7,45.34,82
5/6/18,70.7,59,64.2,0,0,0,0,0,14.2,222.83,0,9.9,95.8,68.78,70
5/7/18,75.6,57.5,66.6,0,0,0,0,0,12.9,135.71,0,9.9,53.5,60.7,68
5/8/18,76.7,57.3,67.2,0,0,0,0,0,11,87.21,0,9.9,33.9,55.83,99
5/9/18,78.7,56,67.2,0,0,0,0,0,11.1,87.92,0,9.9,12.3,54.74,81
5/10/18,83.1,60.3,70.1,0,83.6,0,0,0,12.6,192.58,23,9.9,60.9,65.79,82
