Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
2017-10-02,73.0,52.3,62.7,0.0,0.0,0.0,0.0,0.0,10.7,107.25,0.0,9.9,23.2,67.99,Clear
2017-10-03,74.6,55.4,64.5,0.0,0.0,0.0,0.0,0.0,8.9,94.38,0.0,9.9,23.6,68.63,Clear
2017-10-04,75.8,56.2,65.6,0.0,0.0,0.0,0.0,0.0,13.5,182.67,0.0,9.9,14.1,75.62,Clear
2017-10-05,80.1,58.6,68.8,0.0,80.5,0.0,0.0,0.0,12.4,190.5,0.0,9.9,49.5,72.93,Partially cloudy
2017-10-06,82.1,64.7,72.7,0.0,83.2,0.0,0.0,0.0,10.1,180.08,0.0,9.9,70.5,72.64,Partially cloudy
2017-10-07,83.8,64.6,74.5,0.0,86.9,0.0,0.0,0.0,14.8,182.54,21.9,9.9,48.4,77.03,Partially cloudy
2017-10-08,82.0,74.8,77.9,0.0,88.3,0.01,0.0,0.0,14.8,182.13,0.0,9.8,79.4,88.51,"Rain, Overcast"
2017-10-09,84.8,73.9,78.4,0.0,93.6,0.61,0.0,0.0,21.6,193.17,29.0,9.2,70.3,87.67,"Rain, Partially cloudy"
2017-10-10,84.7,72.6,78.2,0.0,89.1,0.0,0.0,0.0,8.8,97.17,0.0,9.9,54.9,78.96,Partially cloudy
2017-10-11,75.5,66.7,73.0,0.0,0.0,0.07,0.0,0.0,12.3,88.13,0.0,8.3,87.3,91.9,"Rain, Overcast"
2017-10-12,66.7,60.8,64.5,0.0,0.0,0.1,0.0,0.0,19.6,68.38,27.7,9.1,91.4,82.98,"Rain, Overcast"
2017-10-13,65.8,60.0,62.8,0.0,0.0,0.01,0.0,0.0,15.3,45.58,0.0,8.7,91.5,79.37,"Rain, Overcast"
2017-10-14,69.0,62.8,65.3,0.0,0.0,0.0,0.0,0.0,8.0,205.67,0.0,9.9,89.0,88.95,Overcast
2017-10-15,78.1,64.0,69.4,0.0,0.0,0.0,0.0,0.0,13.7,194.13,19.7,8.6,64.0,87.46,Partially cloudy
2017-10-16,73.0,54.9,63.1,0.0,0.0,0.11,0.0,0.0,21.2,318.63,30.6,9.7,57.5,60.51,"Rain, Partially cloudy"
2017-10-17,62.7,46.5,54.0,43.0,0.0,0.0,0.0,0.0,13.5,185.21,0.0,9.9,6.2,52.4,Clear
2017-10-18,70.0,45.6,56.9,44.4,0.0,0.0,0.0,0.0,10.0,169.75,0.0,9.7,12.0,63.25,Clear
2017-10-19,71.1,48.4,59.4,46.0,0.0,0.0,0.0,0.0,10.0,205.29,0.0,9.9,33.7,71.07,Partially cloudy
2017-10-20,75.8,54.7,65.1,0.0,0.0,0.0,0.0,0.0,13.5,252.58,19.7,9.9,37.9,63.16,Partially cloudy
2017-10-21,76.9,51.6,63.8,0.0,0.0,0.0,0.0,0.0,6.5,157.79,0.0,9.9,52.3,61.79,Partially cloudy
2017-10-22,75.8,53.5,64.3,0.0,0.0,0.0,0.0,0.0,12.8,101.25,0.0,9.9,64.7,68.05,Partially cloudy
2017-10-23,75.8,60.0,68.2,0.0,0.0,0.0,0.0,0.0,18.0,114.25,24.2,8.3,77.9,84.26,Overcast
2017-10-24,73.0,61.0,67.1,0.0,0.0,0.13,0.0,0.0,17.0,207.46,35.7,9.7,56.5,77.49,"Rain, Partially cloudy"
2017-10-25,63.0,52.0,58.7,0.0,0.0,0.0,0.0,0.0,14.8,293.17,23.0,9.9,58.9,51.75,Partially cloudy
2017-10-26,61.9,49.9,54.0,44.6,0.0,0.0,0.0,0.0,18.1,303.17,24.0,9.9,47.2,52.06,Partially cloudy
2017-10-27,68.0,42.7,55.2,40.1,0.0,0.0,0.0,0.0,11.3,162.29,21.9,9.9,9.6,61.67,Clear
2017-10-28,71.0,53.6,62.2,0.0,0.0,0.0,0.0,0.0,14.9,176.17,27.7,9.9,48.6,66.5,Partially cloudy
2017-10-29,67.9,47.0,61.0,38.9,0.0,0.77,0.0,0.0,31.7,180.25,46.4,9.0,78.4,91.67,"Rain, Overcast"
2017-10-30,58.9,46.0,51.2,38.0,0.0,0.21,0.0,0.0,22.1,258.75,38.0,9.7,41.3,59.58,"Rain, Partially cloudy"
2017-10-31,62.9,45.7,53.2,43.5,0.0,0.0,0.0,0.0,11.4,219.5,0.0,9.9,26.1,54.43,Partially cloudy
2017-11-01,62.9,45.9,52.9,41.3,0.0,0.0,0.0,0.0,10.0,62.71,0.0,9.9,67.2,74.06,Partially cloudy
2017-11-02,75.8,51.9,61.7,0.0,0.0,0.0,0.0,0.0,13.6,200.63,0.0,9.9,53.9,79.07,Partially cloudy
2017-11-03,78.1,57.7,66.4,0.0,0.0,0.0,0.0,0.0,15.8,229.21,0.0,9.9,39.1,78.0,Partially cloudy
2017-11-04,62.9,48.7,54.7,44.2,0.0,0.5,0.0,0.0,18.0,54.17,23.0,9.5,77.2,69.98,"Rain, Overcast"
2017-11-05,61.0,53.9,57.6,0.0,0.0,0.16,0.0,0.0,12.4,102.88,0.0,5.8,98.9,97.83,"Rain, Overcast"
2017-11-06,58.9,42.9,46.9,35.6,0.0,0.97,0.0,0.0,14.9,100.96,21.9,7.9,70.1,80.1,"Rain, Partially cloudy"
2017-11-07,48.7,42.1,45.0,34.5,0.0,0.0,0.0,0.0,14.7,196.54,17.2,9.8,95.7,80.78,Overcast
2017-11-08,56.8,44.8,49.9,40.5,0.0,0.03,0.0,0.0,10.1,183.29,0.0,9.4,80.7,81.71,"Rain, Overcast"
2017-11-09,50.0,33.9,43.1,24.1,0.0,0.0,0.0,0.0,22.6,265.04,31.8,9.7,44.0,58.5,Partially cloudy
2017-11-10,38.0,25.9,32.7,14.7,0.0,0.0,0.0,0.0,17.6,137.83,19.7,9.9,60.6,41.02,Partially cloudy
2017-11-11,46.9,31.6,39.7,28.5,0.0,0.0,0.0,0.0,7.8,91.21,0.0,9.9,85.4,61.12,Overcast
2017-11-12,52.9,40.9,45.3,37.1,0.0,0.14,0.0,0.0,11.1,214.0,0.0,9.6,57.3,78.02,"Rain, Partially cloudy"
2017-11-13,51.0,38.8,45.2,34.6,0.0,0.0,0.0,0.0,13.6,273.42,0.0,9.6,81.8,68.3,Overcast
2017-11-14,53.9,35.7,45.5,30.9,0.0,0.0,0.0,0.0,8.9,157.08,0.0,9.9,56.7,69.13,Partially cloudy
2017-11-15,64.0,43.9,51.3,39.9,0.0,0.0,0.0,0.0,19.6,246.79,30.6,9.9,61.4,62.96,Partially cloudy
2017-11-16,53.0,41.7,47.0,37.6,0.0,0.0,0.0,0.0,16.0,266.71,21.9,9.9,58.5,51.69,Partially cloudy
2017-11-17,62.9,38.6,49.2,32.4,0.0,0.0,0.0,0.0,21.9,194.13,34.5,9.9,80.3,67.13,Overcast
2017-11-18,64.0,44.9,52.6,38.4,0.0,0.07,0.0,0.0,28.7,268.42,47.8,9.9,74.4,55.61,"Rain, Partially cloudy"
2017-11-19,52.0,38.8,44.8,32.6,0.0,0.0,0.0,0.0,17.8,265.42,23.2,9.9,35.9,42.62,Partially cloudy
2017-11-20,61.1,39.5,50.0,34.0,0.0,0.0,0.0,0.0,18.1,198.08,26.4,9.9,75.4,57.49,Overcast
2017-11-21,57.8,39.7,51.0,33.6,0.0,0.01,0.0,0.0,25.1,275.0,34.2,9.9,48.5,59.97,"Rain, Partially cloudy"
2017-11-22,46.0,31.7,38.4,24.6,0.0,0.0,0.0,0.0,10.0,304.42,0.0,9.9,24.8,55.28,Clear
2017-11-23,53.1,31.7,41.6,26.2,0.0,0.0,0.0,0.0,11.0,186.13,0.0,9.9,4.3,66.78,Clear
2017-11-24,60.1,38.5,48.2,32.9,0.0,0.0,0.0,0.0,11.1,189.04,23.0,9.9,38.4,64.78,Partially cloudy
2017-11-25,57.3,45.5,50.6,41.6,0.0,0.0,0.0,0.0,17.2,302.13,28.9,9.9,49.2,46.9,Partially cloudy
2017-11-26,61.0,37.8,48.4,32.6,0.0,0.0,0.0,0.0,13.5,230.21,0.0,9.9,51.6,53.98,Partially cloudy
2017-11-27,60.3,38.5,48.3,35.4,0.0,0.0,0.0,0.0,11.5,150.96,20.8,9.9,21.6,65.95,Clear
2017-11-28,69.9,42.8,52.9,38.7,0.0,0.0,0.0,0.0,15.9,215.54,26.4,9.9,15.2,60.39,Clear
2017-11-29,59.0,42.8,49.9,38.0,0.0,0.01,0.0,0.0,11.1,93.04,0.0,9.9,74.7,64.43,"Rain, Partially cloudy"
2017-11-30,55.9,44.9,50.6,42.4,0.0,0.0,0.0,0.0,18.0,278.22,18.3,9.9,29.4,65.65,Partially cloudy
2017-12-01,52.0,35.5,43.8,31.9,0.0,0.0,0.0,0.0,7.8,82.46,0.0,9.9,44.8,74.49,Partially cloudy
2017-12-02,56.9,41.7,47.1,37.8,0.0,0.03,0.0,0.0,10.2,120.92,0.0,9.4,47.4,72.74,"Rain, Partially cloudy"
2017-12-03,55.9,36.8,45.2,34.4,0.0,0.0,0.0,0.0,10.2,95.79,0.0,9.3,56.8,72.8,Partially cloudy
2017-12-04,60.1,44.7,52.4,41.5,0.0,0.07,0.0,0.0,16.9,183.71,23.0,8.2,76.5,90.01,"Rain, Overcast"
2017-12-05,56.9,42.1,47.1,32.9,0.0,0.0,0.0,0.0,27.1,267.83,36.2,9.9,83.7,45.9,Overcast
2017-12-06,48.8,41.9,44.6,37.2,0.0,0.0,0.0,0.0,12.8,264.21,20.8,9.9,70.0,41.98,Partially cloudy
2017-12-07,42.0,37.0,39.6,31.6,0.0,0.0,0.0,0.0,11.0,208.79,0.0,9.9,90.1,52.79,Overcast
2017-12-08,37.9,31.9,34.5,22.4,0.0,0.13,1.03,1.03,13.6,226.71,0.0,5.9,75.8,84.04,"Snow, Overcast"
2017-12-09,40.9,30.7,35.7,24.8,0.0,0.0,0.74,1.77,11.1,231.63,20.0,9.8,74.6,68.71,"Snow, Partially cloudy"
2017-12-10,47.9,34.7,40.8,29.9,0.0,0.0,0.0,0.64,13.5,179.0,0.0,9.9,59.1,62.4,Partially cloudy
2017-12-11,47.8,26.9,41.3,11.6,0.0,0.0,0.0,0.0,26.2,248.04,38.8,9.9,78.0,57.99,Overcast
2017-12-12,35.0,22.9,28.8,8.3,0.0,0.01,0.0,0.0,25.0,264.0,35.5,9.8,43.6,34.9,"Rain, Partially cloudy"
2017-12-13,44.0,33.0,37.6,24.5,0.0,0.0,0.0,0.0,23.7,269.13,32.0,9.9,72.0,43.78,Partially cloudy
2017-12-14,31.8,26.7,29.5,20.2,0.0,0.01,0.0,0.0,10.1,102.75,0.0,9.1,80.6,61.33,"Rain, Overcast"
2017-12-15,47.0,25.8,36.0,17.7,0.0,0.0,0.0,0.0,15.9,207.0,24.2,9.8,36.7,61.71,Partially cloudy
2017-12-16,49.9,30.5,40.3,27.4,0.0,0.0,0.0,0.0,7.7,124.08,0.0,9.9,65.5,67.04,Partially cloudy
2017-12-17,54.1,38.8,46.6,35.6,0.0,0.0,0.0,0.0,9.1,108.92,0.0,9.9,80.4,67.67,Overcast
2017-12-18,61.0,39.5,49.5,35.4,0.0,0.0,0.0,0.0,12.7,175.17,0.0,9.9,60.4,66.2,Partially cloudy
2017-12-19,54.6,39.5,48.7,34.2,0.0,0.0,0.0,0.0,15.0,284.25,24.2,9.9,70.8,48.5,Partially cloudy
2017-12-20,44.1,33.0,38.4,26.1,0.0,0.0,0.0,0.0,8.8,145.58,0.0,9.9,19.1,53.26,Clear
2017-12-21,56.0,34.8,45.1,32.1,0.0,0.0,0.0,0.0,11.4,184.04,0.0,9.9,77.0,63.93,Overcast
2017-12-22,64.1,46.2,53.9,44.1,0.0,0.19,0.0,0.0,24.9,163.83,36.7,9.8,81.6,81.61,"Rain, Overcast"
2017-12-23,47.9,38.8,42.5,33.7,0.0,0.0,0.0,0.0,16.8,199.17,21.9,9.9,70.3,70.91,Partially cloudy
2017-12-24,40.9,30.8,36.1,22.2,0.0,0.0,0.0,0.0,25.0,263.96,41.9,9.9,55.8,48.26,Partially cloudy
2017-12-25,37.9,29.8,33.0,20.1,0.0,0.0,0.0,0.0,14.8,270.54,20.9,9.9,61.7,35.2,Partially cloudy
2017-12-26,33.0,20.8,29.3,6.5,0.0,0.0,0.0,0.0,20.3,249.96,29.1,9.9,80.5,47.12,Overcast
2017-12-27,24.1,16.0,19.8,1.2,0.0,0.0,0.0,0.0,19.2,322.08,25.0,9.9,47.0,41.14,Partially cloudy
2017-12-28,30.8,18.8,24.2,10.0,0.0,0.0,0.69,0.69,12.3,175.96,0.0,9.9,69.4,43.81,"Snow, Partially cloudy"
2017-12-29,32.7,21.7,25.9,11.9,0.0,0.01,0.49,1.18,20.4,168.54,27.6,8.8,72.1,67.0,"Snow, Partially cloudy"
2017-12-30,24.1,16.9,20.1,5.0,0.0,0.0,0.0,0.44,20.4,321.29,30.2,9.9,54.2,47.04,Partially cloudy
2017-12-31,23.9,12.5,18.5,0.7,0.0,0.0,0.0,0.0,19.2,318.67,26.4,9.9,23.8,47.52,Clear
2018-01-01,23.9,12.5,18.4,0.7,0.0,0.0,0.0,0.0,19.2,315.63,26.4,9.9,24.8,47.15,Clear
2018-01-02,25.9,12.5,18.4,-1.1,0.0,0.0,0.0,0.0,13.8,269.92,20.8,9.9,6.1,42.95,Clear
2018-01-03,35.0,13.3,24.6,7.8,0.0,0.0,0.72,0.72,8.8,96.29,0.0,9.9,61.2,53.41,"Snow, Partially cloudy"
2018-01-04,26.8,16.0,23.8,1.9,0.0,0.31,0.43,1.15,28.2,298.21,43.5,7.3,76.3,61.85,"Snow, Overcast"
2018-01-05,20.7,12.7,16.0,-4.5,0.0,0.01,0.41,1.08,23.1,295.13,37.7,9.9,16.2,37.97,Snow
2018-01-06,19.8,10.8,15.0,-5.3,0.0,0.0,0.55,0.8,21.8,304.42,31.9,9.9,11.0,38.28,Snow
2018-01-07,22.9,8.6,16.0,-4.1,0.0,0.0,0.57,1.18,12.5,245.75,23.0,9.9,38.4,44.03,"Snow, Partially cloudy"
2018-01-08,38.9,18.9,28.7,8.7,0.0,0.06,0.0,1.18,11.2,193.13,18.3,9.9,92.3,56.96,"Rain, Overcast"
2018-01-09,50.9,30.6,37.6,23.2,0.0,0.0,0.0,0.39,12.4,168.29,17.2,6.8,69.6,83.22,Partially cloudy
2018-01-10,42.9,28.0,36.4,22.7,0.0,0.0,0.0,0.0,6.8,89.08,0.0,9.9,81.6,71.77,Overcast
2018-01-11,62.2,39.0,49.5,40.5,0.0,0.0,0.0,0.0,10.4,98.63,0.0,9.8,97.2,75.4,Overcast
2018-01-12,64.2,57.1,60.8,0.0,0.0,0.33,0.0,0.0,19.5,178.42,28.9,8.0,99.0,97.56,"Rain, Overcast"
2018-01-13,60.9,21.8,37.2,5.7,0.0,0.12,0.0,0.0,24.6,307.92,40.5,9.5,60.2,62.49,"Rain, Partially cloudy"
2018-01-14,27.9,16.9,22.0,2.3,0.0,0.0,0.0,0.0,19.2,274.17,26.4,9.9,34.7,42.32,Partially cloudy
2018-01-15,31.9,17.7,25.2,6.1,0.0,0.0,0.0,0.0,9.8,74.92,0.0,9.9,78.6,63.64,Overcast
2018-01-16,41.0,29.7,34.3,23.8,0.0,0.0,0.74,0.74,6.4,106.5,0.0,9.8,94.3,73.55,"Snow, Overcast"
2018-01-17,37.7,20.8,27.0,6.0,0.0,0.03,0.44,1.18,22.8,331.29,30.0,8.4,84.7,62.36,"Snow, Overcast"
2018-01-18,46.8,19.0,31.7,4.5,0.0,0.0,0.93,1.18,16.0,274.42,26.2,9.9,12.7,36.88,Snow
2018-01-19,50.2,25.5,36.9,19.3,0.0,0.0,0.0,0.66,13.1,155.75,18.3,9.9,23.8,50.7,Clear
2018-01-20,61.9,27.7,41.5,21.4,0.0,0.0,0.0,0.13,14.5,169.79,17.2,9.9,35.5,55.63,Partially cloudy
2018-01-21,60.4,33.7,45.7,29.3,0.0,0.0,0.0,0.0,11.2,139.38,0.0,9.9,65.9,67.75,Partially cloudy
2018-01-22,63.3,48.7,54.4,45.9,0.0,0.0,0.0,0.0,13.4,165.38,0.0,9.9,92.6,62.68,Overcast
2018-01-23,66.0,48.6,56.2,43.9,0.0,0.09,0.0,0.0,20.6,246.79,34.4,9.4,63.9,67.78,"Rain, Partially cloudy"
2018-01-24,47.6,37.0,43.3,28.3,0.0,0.0,0.0,0.0,20.3,305.04,31.1,9.9,66.0,50.23,Partially cloudy
2018-01-25,41.9,32.6,36.0,22.9,0.0,0.0,0.0,0.0,19.9,307.0,26.8,9.9,31.4,47.8,Partially cloudy
2018-01-26,49.6,27.4,37.0,19.8,0.0,0.0,0.0,0.0,9.1,120.0,0.0,9.9,27.0,60.97,Partially cloudy
2018-01-27,62.0,37.7,49.8,30.9,0.0,0.0,0.0,0.0,18.0,193.96,28.9,9.9,58.4,54.63,Partially cloudy
2018-01-28,56.0,47.9,50.8,42.9,0.0,0.18,0.0,0.0,14.8,105.0,23.0,7.8,99.0,91.06,"Rain, Overcast"
2018-01-29,47.8,42.0,45.3,37.7,0.0,0.0,0.0,0.0,17.2,46.25,21.9,9.8,93.9,67.42,Overcast
2018-01-30,40.7,24.1,33.5,10.7,0.0,0.0,0.0,0.0,25.9,276.5,40.0,9.8,59.2,52.58,Partially cloudy
2018-01-31,38.8,20.8,29.4,10.1,0.0,0.0,0.0,0.0,18.1,228.88,25.3,9.9,70.2,44.31,Partially cloudy
2018-02-01,53.8,39.7,45.6,31.8,0.0,0.01,0.0,0.0,15.0,204.42,24.2,9.9,94.0,48.35,"Rain, Overcast"
2018-02-02,42.9,20.0,30.7,8.6,0.0,0.05,0.0,0.0,24.0,295.21,34.4,9.9,56.0,51.92,"Rain, Partially cloudy"
2018-02-03,34.9,17.3,26.7,9.3,0.0,0.0,0.0,0.0,16.6,218.96,21.9,9.9,37.2,43.43,Partially cloudy
2018-02-04,36.9,33.1,34.3,23.6,0.0,1.13,0.0,0.0,16.5,143.96,0.0,8.2,97.5,72.11,"Rain, Overcast"
2018-02-05,37.7,28.5,33.6,19.7,0.0,0.0,0.0,0.0,22.7,247.29,34.5,9.7,44.3,62.45,Partially cloudy
2018-02-06,42.0,28.4,34.2,22.3,0.0,0.0,0.0,0.0,11.0,167.25,0.0,9.9,91.9,64.89,Overcast
2018-02-07,42.8,32.7,35.7,26.2,0.0,0.48,0.0,0.0,16.2,158.63,26.2,7.3,97.3,79.91,"Rain, Overcast"
2018-02-08,36.9,25.9,31.9,13.1,0.0,0.0,0.0,0.0,22.2,224.42,33.0,9.9,37.0,53.95,Partially cloudy
2018-02-09,46.0,27.6,36.5,22.4,0.0,0.0,0.0,0.0,10.7,126.42,19.7,9.9,82.9,67.79,Overcast
2018-02-10,50.0,38.7,44.2,33.8,0.0,1.04,0.0,0.0,9.0,160.21,0.0,7.1,94.9,91.25,"Rain, Overcast"
2018-02-11,66.9,47.3,56.2,45.8,0.0,0.85,0.0,0.0,13.8,139.79,34.4,5.5,89.4,96.8,"Rain, Overcast"
2018-02-12,63.9,38.5,48.4,32.8,0.0,0.09,0.0,0.0,20.3,317.17,29.4,9.5,81.3,63.71,"Rain, Overcast"
2018-02-13,41.8,32.7,36.9,23.9,0.0,0.0,0.0,0.0,12.0,137.08,0.0,9.9,71.4,53.61,Partially cloudy
2018-02-14,53.2,34.5,43.0,28.1,0.0,0.0,0.0,0.0,12.3,175.79,0.0,9.9,84.0,76.46,Overcast
2018-02-15,72.9,48.9,58.6,44.7,0.0,0.04,0.0,0.0,18.5,189.96,35.8,9.9,78.7,80.05,"Rain, Overcast"
2018-02-16,67.0,40.9,57.6,31.9,0.0,0.06,0.0,0.0,21.3,262.46,32.7,9.9,85.8,75.68,"Rain, Overcast"
2018-02-17,42.8,33.5,36.9,26.8,0.0,0.36,0.74,0.74,15.6,173.0,17.2,8.6,78.0,71.25,"Snow, Overcast"
2018-02-18,50.7,33.9,41.2,28.1,0.0,0.0,0.44,1.18,9.4,178.75,20.8,9.7,73.4,73.93,"Snow, Partially cloudy"
2018-02-19,49.9,39.3,43.5,32.6,0.0,0.02,0.0,0.39,11.1,182.46,0.0,8.7,97.1,88.93,"Rain, Overcast"
2018-02-20,76.9,50.0,62.0,45.6,0.0,0.0,0.0,0.0,22.2,191.75,31.1,9.5,84.8,77.78,Overcast
2018-02-21,80.0,57.3,68.6,0.0,0.0,0.0,0.0,0.0,21.3,198.38,29.8,9.8,61.5,75.8,Partially cloudy
2018-02-22,67.3,43.8,54.6,37.3,0.0,0.06,0.0,0.0,20.0,77.71,0.0,9.2,98.1,74.01,"Rain, Overcast"
2018-02-23,47.0,40.8,44.1,35.7,0.0,0.0,0.0,0.0,12.4,112.83,0.0,6.7,99.0,91.49,Overcast
2018-02-24,52.9,47.8,50.3,45.2,0.0,0.1,0.0,0.0,13.6,73.0,0.0,4.0,83.5,95.99,"Rain, Overcast"
2018-02-25,53.0,47.7,50.2,44.7,0.0,0.19,0.0,0.0,6.9,100.88,0.0,7.0,97.7,96.2,"Rain, Overcast"
2018-02-26,52.9,41.3,49.6,38.6,0.0,0.0,0.0,0.0,13.4,256.92,18.3,8.2,74.5,69.07,Partially cloudy
2018-02-27,57.7,35.5,47.4,31.9,0.0,0.0,0.0,0.0,11.2,148.92,0.0,9.9,17.5,50.88,Clear
2018-02-28,62.1,43.6,51.6,37.5,0.0,0.0,0.0,0.0,16.1,187.88,23.0,9.9,82.5,56.39,Overcast
2018-03-01,55.0,49.7,51.8,48.3,0.0,0.09,0.0,0.0,9.0,121.04,0.0,8.6,95.0,83.01,"Rain, Overcast"
2018-03-02,51.9,39.8,44.8,28.2,0.0,0.29,0.0,0.0,43.0,311.71,59.8,9.6,94.4,48.1,"Rain, Overcast"
2018-03-03,51.9,36.9,42.9,25.8,0.0,0.74,0.0,0.0,27.2,332.5,44.4,9.9,51.3,47.84,"Rain, Partially cloudy"
2018-03-04,52.8,35.0,43.4,26.7,0.0,0.0,0.0,0.0,22.6,319.54,29.2,9.9,35.9,41.42,Partially cloudy
2018-03-05,48.6,30.7,39.6,21.8,0.0,0.0,0.0,0.0,17.9,263.5,26.2,9.9,11.2,36.71,Clear
2018-03-06,45.9,32.4,38.5,27.4,0.0,0.25,0.74,0.74,12.5,120.75,0.0,9.1,81.6,64.93,"Snow, Overcast"
2018-03-07,50.6,33.9,40.6,26.8,0.0,0.32,0.44,1.18,17.9,206.08,26.7,7.8,89.6,78.04,"Snow, Overcast"
2018-03-08,44.0,33.9,38.5,26.9,0.0,0.0,0.0,0.39,18.3,287.46,30.3,9.9,39.7,43.99,Partially cloudy
2018-03-09,45.8,33.5,38.3,24.5,0.0,0.0,0.0,0.0,19.4,290.21,29.0,9.9,50.9,40.22,Partially cloudy
2018-03-10,47.7,31.3,40.0,25.1,0.0,0.0,0.0,0.0,13.6,213.46,20.8,9.9,42.9,45.84,Partially cloudy
2018-03-11,50.9,31.3,40.9,25.0,0.0,0.0,0.0,0.0,10.6,124.88,0.0,9.9,66.4,45.76,Partially cloudy
2018-03-12,45.8,34.3,38.4,26.3,0.0,0.01,0.0,0.0,20.0,114.83,23.0,9.8,91.8,64.14,"Rain, Overcast"
2018-03-13,46.0,33.0,38.9,20.9,0.0,0.0,0.0,0.0,25.7,307.75,35.4,9.9,50.7,48.73,Partially cloudy
2018-03-14,42.9,31.8,37.2,23.7,0.0,0.0,0.0,0.0,25.0,288.83,38.9,9.9,59.0,41.8,Partially cloudy
2018-03-15,53.8,30.8,42.0,23.6,0.0,0.0,0.0,0.0,22.6,269.46,34.0,9.9,41.4,39.44,Partially cloudy
2018-03-16,46.8,34.5,39.8,24.0,0.0,0.0,0.0,0.0,24.6,304.08,39.8,9.8,27.4,39.16,Partially cloudy
2018-03-17,44.8,33.2,39.2,29.2,0.0,0.0,0.0,0.0,11.3,194.5,0.0,9.9,68.5,51.51,Partially cloudy
2018-03-18,57.7,34.0,45.6,27.9,0.0,0.0,0.0,0.0,11.2,285.08,18.3,9.9,17.8,41.62,Clear
2018-03-19,55.7,35.3,46.3,30.4,0.0,0.0,0.0,0.0,13.1,110.17,0.0,9.9,87.2,53.85,Overcast
2018-03-20,42.9,31.9,36.4,21.9,0.0,0.88,0.59,0.59,26.6,39.25,34.3,5.9,99.5,84.49,"Snow, Overcast"
2018-03-21,35.0,31.9,33.7,22.4,0.0,0.54,1.98,1.86,17.6,216.04,31.1,5.0,98.0,88.83,"Snow, Overcast"
2018-03-22,47.6,34.8,40.3,24.8,0.0,0.0,0.9,2.76,20.8,317.67,33.0,9.8,80.0,52.67,"Snow, Overcast"
2018-03-23,49.7,34.8,42.0,26.6,0.0,0.0,2.77,3.15,23.3,322.29,31.8,9.9,23.9,39.19,Snow
2018-03-24,50.9,33.8,42.6,27.6,0.0,0.0,0.0,2.31,15.7,262.17,17.2,9.9,54.0,42.26,Partially cloudy
2018-03-25,46.8,34.0,40.1,23.6,0.0,0.0,0.0,0.57,16.8,50.21,19.7,9.9,73.3,57.35,Partially cloudy
2018-03-26,48.6,33.4,41.1,28.2,0.0,0.0,0.0,0.0,13.6,89.67,19.7,9.9,34.9,59.49,Partially cloudy
2018-03-27,46.8,34.3,40.8,30.5,0.0,0.02,0.0,0.0,9.8,157.08,31.1,9.9,95.2,67.72,"Rain, Overcast"
2018-03-28,57.8,42.8,49.0,38.1,0.0,0.11,0.0,0.0,7.9,142.13,0.0,9.8,96.7,79.04,"Rain, Overcast"
2018-03-29,76.1,47.8,60.4,44.7,0.0,0.0,0.0,0.0,15.8,114.88,24.2,7.3,90.5,70.64,Overcast
2018-03-30,73.9,46.8,62.0,40.9,0.0,0.0,0.0,0.0,23.8,263.38,33.8,9.9,82.6,57.99,Overcast
2018-03-31,60.0,40.4,50.4,35.6,0.0,0.0,0.0,0.0,16.8,247.79,22.8,9.9,19.1,43.04,Clear
2018-04-01,65.8,49.7,55.6,44.2,0.0,0.0,0.0,0.0,16.7,221.75,24.2,9.9,88.4,46.79,Overcast
2018-04-02,52.9,42.0,46.5,33.9,0.0,0.02,0.0,0.0,21.3,80.13,24.2,9.9,98.2,69.9,"Rain, Overcast"
2018-04-03,54.8,43.9,48.3,39.4,0.0,0.01,0.0,0.0,13.5,168.71,0.0,9.9,97.4,75.25,"Rain, Overcast"
2018-04-04,70.0,44.8,55.4,36.6,0.0,0.0,0.0,0.0,30.0,232.33,45.5,9.8,68.4,58.05,Partially cloudy
2018-04-05,55.8,35.1,45.0,27.8,0.0,0.0,0.0,0.0,20.9,275.79,38.6,9.9,48.0,35.43,Partially cloudy
2018-04-06,71.6,44.6,55.9,39.8,0.0,0.0,0.0,0.0,26.1,176.04,38.5,9.9,89.9,44.13,Overcast
2018-04-07,66.7,37.8,46.6,31.5,0.0,0.0,0.0,0.0,22.5,254.92,30.5,9.9,93.2,44.55,Overcast
2018-04-08,51.0,34.8,42.3,24.7,0.0,0.0,0.0,0.0,18.6,315.71,26.4,9.9,53.3,36.91,Partially cloudy
2018-04-09,45.9,38.7,41.8,32.1,0.0,0.01,0.0,0.0,10.7,117.67,0.0,9.6,96.6,51.01,"Rain, Overcast"
2018-04-10,54.9,37.8,46.2,31.0,0.0,0.01,0.0,0.0,15.7,293.33,25.1,9.1,47.1,55.29,"Rain, Partially cloudy"
2018-04-11,56.9,42.1,48.7,39.1,0.0,0.0,0.0,0.0,11.4,122.21,20.8,9.9,76.4,45.15,Overcast
2018-04-12,77.9,45.6,60.1,41.5,0.0,0.0,0.0,0.0,25.7,191.75,37.9,9.9,70.9,46.59,Partially cloudy
2018-04-13,84.7,61.1,72.4,0.0,82.1,0.0,0.0,0.0,19.0,193.5,29.8,9.9,58.5,37.46,Partially cloudy
